submission_id,age,answer,category,comments,condition,correct_response,education,gender,itemName,languages,responseTime,trialNr,trial_type
3437,35,yes we do please.,taciturn,good study,high_prior,NA,Higher degree,male,airplaneJuice,English,36068,3,main
3437,35,"yes, which one are you interested in.",taciturn,good study,low_prior,NA,Higher degree,male,videoGames,English,53853,4,main
3437,35,yes please.,taciturn,good study,low_prior,NA,Higher degree,male,cardBlanche,English,16336,5,main
3439,33,McDonalds and Taco Bell offer delicious vegan options.,fullList,,high_prior,NA,Graduated High-school,male,foodCourt,English,59043,1,main
3439,33,We accept all credit cards except for American Express.,exceptive,,low_prior,NA,Graduated High-school,male,cardBlanche,English,39001,2,main
3439,33,classic,,,filler,classic,Graduated High-school,male,music-softrock,English,31753,3,filler
3439,33,We have green juice and orange juice.,fullList,,low_prior,NA,Graduated High-school,male,airplaneJuice,English,44941,4,main
3439,33,We sell video games for every console except for GameCube.,exceptive,,high_prior,NA,Graduated High-school,male,videoGames,English,38180,5,main
3458,35,Yes we sell games,taciturn,Good study,high_prior,NA,Higher degree,male,videoGames,Eglish,55791,1,main
3458,35,No please,no,Good study,high_prior,NA,Higher degree,male,coffeeShop,Eglish,19882,2,main
3458,35,No please,no,Good study,filler,London,Higher degree,male,airport-usa,Eglish,19877,3,filler
3458,35,No Please,no,Good study,low_prior,NA,Higher degree,male,foodCourt,Eglish,24010,4,main
3458,35,No please,no,Good study,low_prior,NA,Higher degree,male,airplaneJuice,Eglish,11134,5,main
3438,35,"McDonalds has limited edition vegan options, you could check to see if they have any available today.",mostLikely,,low_prior,NA,Graduated College,female,foodCourt,english,170119,1,main
3438,35,teacher,,,filler,teacher,Graduated College,female,jobCenter-office,english,41216,2,filler
3438,35,"Yes, there's a phone repair shop, but they do not repair iPhones.",exceptive,,low_prior,NA,Graduated College,female,phoneRepair,english,71426,3,main
3438,35,"Yes, we have mopeds and electric scooters available.",fullList,,high_prior,NA,Graduated College,female,dricersLicense,english,86903,4,main
3438,35,"Yes, there are carshares parked in front of the cinema.",taciturn,,high_prior,NA,Graduated College,female,carshring,english,117479,5,main
3440,30,"We do!  We have many different games for the PlayStation and some for the Wii, too.",fullList,,high_prior,NA,Graduated College,female,videoGames,English,112270,1,main
3440,30,"Yes, Taco Bell will always have good vegan-friendly food, otherwise McDonalds is your next best option.",fullList,,high_prior,NA,Graduated College,female,foodCourt,English,139183,2,main
3440,30,classic,,,filler,classic,Graduated College,female,music-hardrock,English,31203,3,filler
3440,30,We do currently have a couple of options: mopeds and bikes.,fullList,,low_prior,NA,Graduated College,female,dricersLicense,English,118185,4,main
3440,30,This mall has a small shop that repairs Samsung and Google Pixel phones.,fullList,,low_prior,NA,Graduated College,female,phoneRepair,English,91900,5,main
3445,56,motorcycle,,,filler,motorcycle,Graduated High-school,male,carRental-fun,english,36608,1,filler
3445,56,"yes, mopeds and bikes.",fullList,,low_prior,NA,Graduated High-school,male,dricersLicense,english,92875,2,main
3445,56,"Yes, Car2Go and CityCar have vehicles available although CityCar has a limited capacity.",fullList,,low_prior,NA,Graduated High-school,male,carshring,english,198647,3,main
3445,56,"Yes, but it doesn't service Google Pixels",exceptive,,high_prior,NA,Graduated High-school,male,phoneRepair,english,78261,4,main
3445,56,yes all cards but Card Blanche,exceptive,,high_prior,NA,Graduated High-school,male,cardBlanche,english,70110,5,main
3441,74,"Yes we do, but only for Wii and GameCube.  Would you like to see them?",fullList,None,low_prior,NA,Graduated College,female,videoGames,English ,96421,1,main
3441,74,"Yes, of course.  There are two available now, Car2Go and Zipcar.",fullList,None,high_prior,NA,Graduated College,female,carshring,English ,109407,2,main
3441,74,"Yes there is. However, they only accept Samsung and Google Pixels phones for repair.  ",fullList,None,low_prior,NA,Graduated College,female,phoneRepair,English ,78928,3,main
3441,74,Yes we do.  We have tomato and orange.  Which would you prefer. ,fullList,None,high_prior,NA,Graduated College,female,airplaneJuice,English ,51934,4,main
3441,74,‘teacher’,,None,filler,teacher,Graduated College,female,jobCenter-engineer,English ,34794,5,filler
3442,40,"McDonald's might have vegan options right now. Otherwise no, there isn't any vegan options.",mostLikely,,low_prior,NA,Did not graduate High-school,other,foodCourt,English,88436,1,main
3442,40,Starbucks has decaf options.,mostLikely,,high_prior,NA,Did not graduate High-school,other,coffeeShop,English,55693,2,main
3442,40,We do! We have Gamecube and Wii games. Would you like me to show you where they are?,fullList,,low_prior,NA,Did not graduate High-school,other,videoGames,English,111945,3,main
3442,40,"Yes, there's an area for them to park, right over there. I'm sure they would be happy to give you a ride to your next destination.",taciturn_more,,high_prior,NA,Did not graduate High-school,other,carshring,English,167177,4,main
3442,40,motorcycle,,,filler,motorcycle,Did not graduate High-school,other,carRental-fun,English,17632,5,filler
3443,45,Cafe Nero sometimes has decaf coffee options available.,leastLikely,none,low_prior,NA,Graduated College,male,coffeeShop,English,86994,1,main
3443,45,"Yes, but we do not accept American Express.",exceptive,none,low_prior,NA,Graduated College,male,cardBlanche,English,49172,2,main
3443,45,"Yes, we offer tomato juice and orange juice.",fullList,none,high_prior,NA,Graduated College,male,airplaneJuice,English,44754,3,main
3443,45,teacher,,none,filler,teacher,Graduated College,male,jobCenter-engineer,English,17456,4,filler
3443,45,Yes we have electric scooters and mopeds.,fullList,none,high_prior,NA,Graduated College,male,dricersLicense,English,63127,5,main
3446,47,"Yes, we have parking for both cars and bikes.  Which do you need more information about?",fullList,None,high_prior,NA,Graduated College,female,parking,English,91304,1,main
3446,47,Yes.  Which one are you looking for?,taciturn_more,None,high_prior,NA,Graduated College,female,carshring,English,75165,2,main
3446,47,"Yeah, GameCube and Wii games are over there - what are you looking for?",fullList,None,low_prior,NA,Graduated College,female,videoGames,English,61485,3,main
3446,47,teacher,,None,filler,teacher,Graduated College,female,jobCenter-engineer,English,20089,4,filler
3446,47,What are you looking for?,other,None,low_prior,NA,Graduated College,female,dricersLicense,English,71380,5,main
3447,71,"There is a Starbucks a short distance away with nice decaf options, that would be the best place for decaf.",mostLikely,,high_prior,NA,Graduated High-school,male,coffeeShop,English,141214,1,main
3447,71,"Sure, I am on Instagram, the best place to find me.",mostLikely,,low_prior,NA,Graduated High-school,male,socialMedia,English,72577,2,main
3447,71,"Yes, would you like Orange or Tomato Juice?",fullList,,high_prior,NA,Graduated High-school,male,airplaneJuice,English,91873,3,main
3447,71,London,,,filler,London,Graduated High-school,male,airport-usa,English,20211,4,filler
3447,71,"Yes, we have mopeds available, for your convenience.",mostLikely,,low_prior,NA,Graduated High-school,male,dricersLicense,English,71236,5,main
3448,53,Yes we have mopeds and scooters available for those guests who have a valid license to operate them.,fullList,,high_prior,NA,Graduated College,female,dricersLicense,English,138550,1,main
3448,53,Yes we accept Visa and Carte Blanche.,fullList,,low_prior,NA,Graduated College,female,cardBlanche,English,59320,2,main
3448,53,There is a repair shop that works on Pixel and Samsung phones if that would work for you?,fullList,,low_prior,NA,Graduated College,female,phoneRepair,English,84807,3,main
3448,53,"Yes. I believe that Taco Bell and McDonald’s, which are located here in the mall, both have vegan options",fullList,,high_prior,NA,Graduated College,female,foodCourt,English,91412,4,main
3448,53,Teacher,,,filler,teacher,Graduated College,female,jobCenter-engineer,English,24105,5,filler
3449,45,"Taco Bell is a good choice, and you might be able to find something at McDonals's.",fullList,,high_prior,NA,Graduated High-school,female,foodCourt,English,97475,1,main
3449,45,"Yes right out front of the cinema, there should be a couple of choices.",taciturn_more,,low_prior,NA,Graduated High-school,female,carshring,English,92895,2,main
3449,45,We have rental vehicles as long as you are licensed to drive them. ,taciturn_more,,low_prior,NA,Graduated High-school,female,dricersLicense,English,332702,3,main
3449,45,"Yes, we have several options for you to choose from. ",taciturn_more,,high_prior,NA,Graduated High-school,female,videoGames,English,38042,4,main
3449,45,London,,,filler,London,Graduated High-school,female,airport-usa,English,65906,5,filler
3450,43,"Yes, we have video games for the GameCube and the Wii.",fullList,None,low_prior,NA,Graduated High-school,male,videoGames,English,48930,1,main
3450,43,"There is, they can fix any Samsung or iPhone you have, but as far as I know they do not repair the Google Pixel.","fullList, exceptive",None,high_prior,NA,Graduated High-school,male,phoneRepair,English,66052,2,main
3450,43,London,,None,filler,London,Graduated High-school,male,airport-usa,English,11968,3,filler
3450,43,We will be offering both Orange and green juice on todays flight.,fullList,None,low_prior,NA,Graduated High-school,male,airplaneJuice,English,87484,4,main
3450,43,"Yes, we do. We offer both Bicycle and Vehicle parking both inside a garage and outside parking lots.",fullList,None,high_prior,NA,Graduated High-school,male,parking,English,174744,5,main
3451,48,"Why yes we do, would you like orange juice or green juice? ",fullList,,low_prior,NA,Graduated High-school,female,airplaneJuice,English,103838,1,main
3451,48,"Certainly, you can find me on Facebook and Instagram. ",fullList,,high_prior,NA,Graduated High-school,female,socialMedia,English,103848,2,main
3451,48,We have mopeds and electric bikes available for you to rent.,fullList,,low_prior,NA,Graduated High-school,female,dricersLicense,English,115381,3,main
3451,48,London,,,filler,London,Graduated High-school,female,airport-europe-UPDATED,English,24027,4,filler
3451,48,You can check the Zipcar and Car2Go apps to see if they have cars available nearby.,fullList,,high_prior,NA,Graduated High-school,female,carshring,English,92372,5,main
3452,22,"May I ask what the green juice's ingredients are? If you don't know, may I have water or a list of ingredients and nutritional facts and allergen info for each drink. Thank you.",other,"I have a GED, (dropped out in highschool mid 12th grade)",low_prior,NA,Graduated High-school,female,airplaneJuice,2024,175609,1,main
3452,22,Here is a list of options we have: Nero Decaff' long black. Nero Decaff hazelnut.  ,other,"I have a GED, (dropped out in highschool mid 12th grade)",high_prior,NA,Graduated High-school,female,coffeeShop,2024,137685,2,main
3452,22,classic,,"I have a GED, (dropped out in highschool mid 12th grade)",filler,classic,Graduated High-school,female,music-softrock,2024,27821,3,filler
3452,22,"We accept must credit cards, you can definitely try and the machine will either approver or disapprove.",taciturn_more,"I have a GED, (dropped out in highschool mid 12th grade)",high_prior,NA,Graduated High-school,female,cardBlanche,2024,130783,4,main
3452,22,"Indeed, we have electric scooters include a variety of mobility devices which you can choose from.",taciturn_more,"I have a GED, (dropped out in highschool mid 12th grade)",low_prior,NA,Graduated High-school,female,dricersLicense,2024,113537,5,main
3453,66," yes we do offer various type of parking options for our guest, however i must inform u that we do not have a helicopter landing platform thank you.",exceptive,,high_prior,NA,Higher degree,male,parking,English,391361,1,main
3453,66,motorcycle ,,,filler,motorcycle,Higher degree,male,carRental-fun,English,53553,2,filler
3453,66,yes there is small repair shop at a big mall that accepts all kind of phones except the most frequent iphones.,exceptive,,low_prior,NA,Higher degree,male,phoneRepair,English,197318,3,main
3453,66,"Yes we accept credit cards, we accept American express and visa but unfortunately we dont accept card Blanche, so if u have either American express or visa we would be happy to accept it as payment. ","fullList, exceptive",,high_prior,NA,Higher degree,male,cardBlanche,English,433634,4,main
3453,66,"yes u can find a carshare around here,there are cars like car2go and citycar parked outside the cinema, however zipcar is not available at the moment, but u can try checking out car2go and citycar app to see if anyone there suit your needs.","fullList, exceptive",,low_prior,NA,Higher degree,male,carshring,English,559064,5,main
3454,44,Yes.  We have video games for all consoles and have the top rated play station games on sale  ,taciturn_more,,low_prior,NA,Higher degree,female,videoGames,English,50415,1,main
3454,44,Yes we accept American Express and a few other types.,mostLikely,,high_prior,NA,Higher degree,female,cardBlanche,English,30338,2,main
3454,44,Yes.  We do not have zipcar available but we do have two other types,exceptive,,low_prior,NA,Higher degree,female,carshring,English,50876,3,main
3454,44,Sure.  Let me send you a request on Facebook.,mostLikely,,high_prior,NA,Higher degree,female,socialMedia,English,28382,4,main
3454,44,sculpture,,,filler,sculpture,Higher degree,female,art-drawing,English,19661,5,filler
3455,29,sculpture,,,filler,sculpture,Graduated College,female,art-painting,English,34820,1,filler
3455,29,"Yes, it right over there",taciturn,,low_prior,NA,Graduated College,female,phoneRepair,English,33382,2,main
3455,29,Yeah we do,taciturn,,low_prior,NA,Graduated College,female,videoGames,English,23847,3,main
3455,29,Yes we accept cards,taciturn,,high_prior,NA,Graduated College,female,cardBlanche,English,16809,4,main
3455,29,Yeah they are right here,taciturn,,high_prior,NA,Graduated College,female,carshring,English,24136,5,main
3456,26,"Yes. We have three parking for three different types of vehicles. A garage for cars, parking for bikes, and a landing platform for helicopters.",yes,,low_prior,NA,Graduated High-school,female,parking,English,47467,1,main
3456,26,"As a matter of fact, we do. We accept all cards except Card Blanche.",exceptive,,high_prior,NA,Graduated High-school,female,cardBlanche,English,26956,2,main
3456,26,"Yes. There are three you can choose from. There are Zipcar, CityCar, and Car2Go. Zipcar is the biggest one, Car2Go is the one you wanna do if you're not wanting to do the bigger one but not wanting to do the smaller one. CityCar is also an option but I don't believe they're here today.",yes,,high_prior,NA,Graduated High-school,female,carshring,English,75253,3,main
3456,26,sculpture,,,filler,sculpture,Graduated High-school,female,art-painting,English,12843,4,filler
3456,26,"That's a tricky one. There is Starbucks, but unfortuantely, there isn't a Starbucks near here. There IS Cafe Nero, which has sometimes limited edition if you wanna try that or McCafe which sometimes has decaf options.","fullList, exceptive",,low_prior,NA,Graduated High-school,female,coffeeShop,English,66160,5,main
3457,38,"Yes, I have Instagram and Threads, but I don't have Facebook. ","fullList, exceptive",,low_prior,NA,Graduated College,male,socialMedia,English,38521,1,main
3457,38,London ,,,filler,London,Graduated College,male,airport-usa,English,15230,2,filler
3457,38,"We only have orange juice and green juice, would you like either of those? ",fullList,,low_prior,NA,Graduated College,male,airplaneJuice,English,37095,3,main
3457,38,We sell video games for all consoles except GameCube. ,exceptive,,high_prior,NA,Graduated College,male,videoGames,English,30667,4,main
3457,38,There is a phone repair shop that accepts all phones except Google Pixels. ,exceptive,,high_prior,NA,Graduated College,male,phoneRepair,English,32948,5,main
3459,48,"Sure! McCafe sometimes has decent decaf, and it's right around the corner. Next door is Cafe Nero...but it only has decaf part of the time. If you want to go a bit further, check out Starbucks near the expressway.",other,no comments,low_prior,NA,Higher degree,female,coffeeShop,English,112161,1,main
3459,48,"I think Zipcar and Car2Go are out front right now. They would be your quickest bet. You can reach out to CityCar, but they will take a bit to get here.",other,no comments,high_prior,NA,Higher degree,female,carshring,English,58924,2,main
3459,48,Yes! We have orange juice and tomato juice. Which would you like?,fullList,no comments,high_prior,NA,Higher degree,female,airplaneJuice,English,23823,3,main
3459,48,Yes! We accept all cards except American Express.,exceptive,no comments,low_prior,NA,Higher degree,female,cardBlanche,English,21746,4,main
3459,48,classic,,no comments,filler,classic,Higher degree,female,music-softrock,English,13365,5,filler
3463,35,We currently have mopeds and bikes available for people who ate properly licensed. Do either of those interest you?,fullList,,low_prior,NA,Graduated High-school,female,dricersLicense,english,110168,1,main
3463,35,yes! we accept American Express and Visa.,fullList,,high_prior,NA,Graduated High-school,female,cardBlanche,english,43040,2,main
3463,35,sculpture,,,filler,sculpture,Graduated High-school,female,art-painting,english,13771,3,filler
3463,35,We have Mcdonalds and Shake Shack which both have some vegan options.,fullList,,low_prior,NA,Graduated High-school,female,foodCourt,english,65328,4,main
3463,35,Yes! There is a Starbucks and McCafe very close by.,fullList,,high_prior,NA,Graduated High-school,female,coffeeShop,english,71456,5,main
3473,66,"You might be able to get decaf coffee at Cafe Nero or McCafe, but your best chance is at Starbucks.",yes,No,high_prior,NA,Higher degree,male,coffeeShop,English,96320,1,main
3473,66,"Not really, though you might try McDonalds.  They sometimes have vegan options.",mostLikely,No,low_prior,NA,Higher degree,male,foodCourt,English,76271,2,main
3473,66,Yes.  What are you looking for?,taciturn,No,low_prior,NA,Higher degree,male,videoGames,English,52510,3,main
3473,66,motorcycle,,No,filler,motorcycle,Higher degree,male,carRental-fun,English,36896,4,filler
3473,66,We accept most credit cards. ,taciturn_more,No,high_prior,NA,Higher degree,male,cardBlanche,English,43630,5,main
3478,51,"YES,OF COURSE YOU CAN.",taciturn,,low_prior,NA,Higher degree,male,socialMedia,ENGLISH,65949,1,main
3478,51,"YES, WE ACTUALLY DO HAVE VARITIES.",taciturn,,low_prior,NA,Higher degree,male,airplaneJuice,ENGLISH,81980,2,main
3478,51,LONDON,,,filler,London,Higher degree,male,airport-europe-UPDATED,ENGLISH,22293,3,filler
3478,51,"YES WE DO. WHICH DO YOU PREFER MOST; A MOPED, AN ELECTRIC BIKE OR AN ELECTRIC SCOOTER.",yes,,high_prior,NA,Higher degree,male,dricersLicense,ENGLISH,122224,4,main
3478,51, WE HAVE LOTS IN STOCK.,taciturn,,high_prior,NA,Higher degree,male,videoGames,ENGLISH,46023,5,main
3460,38,Yes definitely! The most reliable one is Starbucks.,mostLikely,"the video game question repeats Wii when talking about how common they are, instead of saying Gamecube.",high_prior,NA,Graduated High-school,female,coffeeShop,English,86774,1,main
3460,38,sculpture,,"the video game question repeats Wii when talking about how common they are, instead of saying Gamecube.",filler,sculpture,Graduated High-school,female,art-drawing,English,22550,2,filler
3460,38,Yes for the most common consoles we do!,taciturn_more,"the video game question repeats Wii when talking about how common they are, instead of saying Gamecube.",high_prior,NA,Graduated High-school,female,videoGames,English,41421,3,main
3460,38,There is but they only do Samsung and Google.,fullList,"the video game question repeats Wii when talking about how common they are, instead of saying Gamecube.",low_prior,NA,Graduated High-school,female,phoneRepair,English,35865,4,main
3460,38,There are if you are lucky! They rarely have vegan dishes.,taciturn_more,"the video game question repeats Wii when talking about how common they are, instead of saying Gamecube.",low_prior,NA,Graduated High-school,female,foodCourt,English,36053,5,main
3461,41,Yes please ,taciturn,NA,low_prior,NA,Graduated College,male,cardBlanche,English,36371,1,main
3461,41,yes please ,taciturn,NA,filler,London,Graduated College,male,airport-europe-UPDATED,English,21295,2,filler
3461,41,yes,taciturn,NA,low_prior,NA,Graduated College,male,parking,English,6422,3,main
3461,41,yes,taciturn,NA,high_prior,NA,Graduated College,male,dricersLicense,English,4833,4,main
3461,41,cool,other,NA,high_prior,NA,Graduated College,male,socialMedia,English,10159,5,main
3462,27,of course you can,taciturn,NONE,high_prior,NA,Higher degree,female,carshring,English,96028,1,main
3462,27,yes please,taciturn,NONE,high_prior,NA,Higher degree,female,cardBlanche,English,54118,2,main
3462,27,yes we do,taciturn,NONE,low_prior,NA,Higher degree,female,dricersLicense,English,53854,3,main
3462,27,classic,,NONE,filler,classic,Higher degree,female,music-softrock,English,29160,4,filler
3462,27,yes there is,taciturn,NONE,low_prior,NA,Higher degree,female,phoneRepair,English,30615,5,main
3465,45,Yes there is a small one in the mall.,taciturn,,high_prior,NA,Graduated College,female,phoneRepair,English,33712,1,main
3465,45,Sure. They usually park in front of the cinema.,taciturn,,low_prior,NA,Graduated College,female,carshring,English,50288,2,main
3465,45,We have orange juice and green juice.,fullList,,low_prior,NA,Graduated College,female,airplaneJuice,English,30163,3,main
3465,45,We have Playstation and Wii consoles. We should also have some games for them.,fullList,,high_prior,NA,Graduated College,female,videoGames,English,55408,4,main
3465,45,teacher,,,filler,teacher,Graduated College,female,jobCenter-engineer,English,14337,5,filler
3467,61,yes,taciturn,It would have been easier to answer these with more than one word ,low_prior,NA,Graduated High-school,female,phoneRepair,English,43879,1,main
3467,61,McDonalds,mostLikely,It would have been easier to answer these with more than one word ,low_prior,NA,Graduated High-school,female,foodCourt,English,79700,2,main
3467,61,Yes,taciturn,It would have been easier to answer these with more than one word ,high_prior,NA,Graduated High-school,female,videoGames,English,49549,3,main
3467,61,Sure,taciturn,It would have been easier to answer these with more than one word ,high_prior,NA,Graduated High-school,female,socialMedia,English,31343,4,main
3467,61,sculpture,,It would have been easier to answer these with more than one word ,filler,sculpture,Graduated High-school,female,art-drawing,English,33696,5,filler
3468,43,classic,,None,filler,classic,Higher degree,male,music-softrock,English,22612,1,filler
3468,43,yes,taciturn,None,low_prior,NA,Higher degree,male,videoGames,English,160344,2,main
3468,43,yes,taciturn,None,low_prior,NA,Higher degree,male,parking,English,23391,3,main
3468,43,"yes except the most strictly licensed option, electric bikes.",exceptive,None,high_prior,NA,Higher degree,male,dricersLicense,English,128253,4,main
3468,43,"yes except the least frequent, Google pixel.",exceptive,None,high_prior,NA,Higher degree,male,phoneRepair,English,60053,5,main
3469,58,"Sure, I would love that.",taciturn,,low_prior,NA,Graduated College,female,socialMedia,English,48877,1,main
3469,58,"Yeah, of course, there are so many parked outside as we speak.",taciturn,,high_prior,NA,Graduated College,female,carshring,English,142898,2,main
3469,58,London,,,filler,London,Graduated College,female,airport-europe-UPDATED,English,36953,3,filler
3469,58,"Yes we have a helipad and bike parking, would you like further assistance?",fullList,,low_prior,NA,Graduated College,female,parking,English,102856,4,main
3469,58,"Yes, you can find repair services here.",taciturn,,high_prior,NA,Graduated College,female,phoneRepair,English,100547,5,main
3477,72,London,,None apparently.,filler,London,Higher degree,female,airport-usa,English,35080,1,filler
3477,72,"Yes, just in front of the Cinema, you'll see them lined up.",taciturn,None apparently.,low_prior,NA,Higher degree,female,carshring,English,147943,2,main
3477,72,"Sure, why not? Facebook or Instagram?",fullList,None apparently.,high_prior,NA,Higher degree,female,socialMedia,English,93209,3,main
3477,72,"Yes, but they don't repair Google Pixel phones.",exceptive,None apparently.,high_prior,NA,Higher degree,female,phoneRepair,English,92719,4,main
3477,72,"Yes they are, but I'd recommend Taco Bell, they've got what you need",yes,None apparently.,low_prior,NA,Higher degree,female,foodCourt,English,75312,5,main
3466,30,"Yes, what PLaystation games are you interested in?",mostLikely,,high_prior,NA,Graduated College,female,videoGames,"English, Spanish",47568,1,main
3466,30,London,,,filler,London,Graduated College,female,airport-europe-UPDATED,"English, Spanish",15110,2,filler
3466,30,For what type of vehicle?,other,,low_prior,NA,Graduated College,female,parking,"English, Spanish",131144,3,main
3466,30,Do you know how to ride a scooter?,mostLikely,,high_prior,NA,Graduated College,female,dricersLicense,"English, Spanish",45165,4,main
3466,30,"Yes, not for Iphones though.",exceptive,,low_prior,NA,Graduated College,female,phoneRepair,"English, Spanish",36432,5,main
3470,32,motorcycle,,,filler,motorcycle,Graduated College,female,carRental-fun,"English, Urdu",17969,1,filler
3470,32,"There's a McDonalds here that does occasionally offer limited edition vegan options; you could also try Shake Shack. If you don't have any luck with either of those, I'd recommend checking out the nearest Taco Bell instead.",other,,low_prior,NA,Graduated College,female,foodCourt,"English, Urdu",147352,2,main
3470,32,"Yes, we offer both mopeds and electric scooters. Both are excellent mobility options for this area; which would you prefer?",fullList,,high_prior,NA,Graduated College,female,dricersLicense,"English, Urdu",87207,3,main
3470,32,Absolutely! We have everything you could ask for outside of GameCube. Which console are you shopping for?,exceptive,,high_prior,NA,Graduated College,female,videoGames,"English, Urdu",60974,4,main
3470,32,"Yes, there's a repair shop here that does excellent work, but they don't repair iPhones. ",exceptive,,low_prior,NA,Graduated College,female,phoneRepair,"English, Urdu",49327,5,main
3472,59,Yes there is a repair shop called ?. Its down past the food court on your right.,taciturn,,low_prior,NA,Graduated High-school,female,phoneRepair,English,108179,1,main
3472,59,"Yes we do we have garages and bike parking, however we do not have a helicopter landing platform.","fullList, exceptive",,high_prior,NA,Graduated High-school,female,parking,English,118605,2,main
3472,59,Yes we do we have mopeds and regular bikes.,fullList,,low_prior,NA,Graduated High-school,female,dricersLicense,English,91616,3,main
3472,59,teacher,,,filler,teacher,Graduated High-school,female,jobCenter-office,English,16320,4,filler
3472,59,Yes you can we have a Starbucks which has many decar options and a McCafe which sometimes has decaf options.,fullList,,high_prior,NA,Graduated High-school,female,coffeeShop,English,104664,5,main
3474,53,"Yes, we have many different types of parking. Are you looking for something particular? ",taciturn_more,,low_prior,NA,Graduated High-school,female,parking,English,99858,1,main
3474,53,"Yes, I have tomato juice and orange juice, would you like one of these choices?",fullList,,high_prior,NA,Graduated High-school,female,airplaneJuice,English,75553,2,main
3474,53,"Yes, and we have the ones accepted, shown here on the menu. ",taciturn_more,,low_prior,NA,Graduated High-school,female,cardBlanche,English,100884,3,main
3474,53,London,,,filler,London,Graduated High-school,female,airport-usa,English,18177,4,filler
3474,53,"Perhaps Taco Bell has some vegan options, and very minimal options at McDonalds, such as a salad.",fullList,,high_prior,NA,Graduated High-school,female,foodCourt,English,99516,5,main
3485,68,Yes Taco Bell and McDonalds.,fullList,well done,high_prior,NA,Higher degree,male,foodCourt,English,55973,1,main
3485,68,sculpture,,well done,filler,sculpture,Higher degree,male,art-painting,English,24539,2,filler
3485,68,Yes just check in front of the cinema.,taciturn,well done,low_prior,NA,Higher degree,male,carshring,English,48417,3,main
3485,68,Yes we have orange and green juices.,fullList,well done,low_prior,NA,Higher degree,male,airplaneJuice,English,29820,4,main
3485,68,Yes we have Wii and PlayStation,fullList,well done,high_prior,NA,Higher degree,male,videoGames,English,53128,5,main
3471,37,No you can't but you can try the cafe nero,no,,low_prior,NA,Higher degree,male,coffeeShop,English ,137737,1,main
3471,37,Classic,,,filler,classic,Higher degree,male,music-softrock,English ,26006,2,filler
3471,37,Yes you can make use of zipcar ride share,mostLikely,,high_prior,NA,Higher degree,male,carshring,English ,112489,3,main
3471,37,Yes we do have a PlayStation game console ,mostLikely,,high_prior,NA,Higher degree,male,videoGames,English ,50128,4,main
3471,37,Yes we do have a parking ,taciturn_more,,low_prior,NA,Higher degree,male,parking,English ,55919,5,main
3484,52,yes,taciturn,None,high_prior,NA,Graduated College,female,parking,English,62428,1,main
3484,52,yes except the most widespread Facebook.,exceptive,None,low_prior,NA,Graduated College,female,socialMedia,English,329522,2,main
3484,52,classic,,None,filler,classic,Graduated College,female,music-hardrock,English,5223,3,filler
3484,52,"Yes except the most strictly licensed option, electric bikes",exceptive,None,high_prior,NA,Graduated College,female,dricersLicense,English,185610,4,main
3484,52,"Yes except the most frequent, Iphones.",exceptive,None,low_prior,NA,Graduated College,female,phoneRepair,English,40761,5,main
3487,56,Yes you can I use Famous quite a bit and sometimes Instagram,fullList,very... odd this was.,high_prior,NA,Graduated High-school,male,socialMedia,English,116327,1,main
3487,56,teacher,,very... odd this was.,filler,teacher,Graduated High-school,male,jobCenter-office,English,32175,2,filler
3487,56,Yes the two people use the most would be Zipcar and Car2go but if you have trouble booking them you can also try a smaller one CityCar.,other,very... odd this was.,high_prior,NA,Graduated High-school,male,carshring,English,108840,3,main
3487,56,We accepted Card Blanche and Visa,fullList,very... odd this was.,low_prior,NA,Graduated High-school,male,cardBlanche,English,116727,4,main
3487,56,Yes we have orange juice and green juice.,fullList,very... odd this was.,low_prior,NA,Graduated High-school,male,airplaneJuice,English,43066,5,main
3489,57,Yes you can check over at McCafe they sometimes have decaf options,mostLikely,,low_prior,NA,Graduated College,male,coffeeShop,,175072,1,main
3489,57,Yeah of course you can add me on instagram,mostLikely,,low_prior,NA,Graduated College,male,socialMedia,,75064,2,main
3489,57,There is a small repair shop in the mall that repairs all phones,yes,,high_prior,NA,Graduated College,male,phoneRepair,,422968,3,main
3489,57,teacher,,,filler,teacher,Graduated College,male,jobCenter-engineer,,71844,4,filler
3489,57,"Yes, there is a McDonalds in the mall that has limited edition vegan options",leastLikely,,high_prior,NA,Graduated College,male,foodCourt,,119226,5,main
3475,39,"Yes,I do",taciturn,,low_prior,NA,Graduated College,male,videoGames,English,38138,1,main
3475,39,"No, we don't",no,,high_prior,NA,Graduated College,male,cardBlanche,English,45699,2,main
3475,39,teacher,,,filler,teacher,Graduated College,male,jobCenter-engineer,English,20278,3,filler
3475,39,Yes,taciturn,,low_prior,NA,Graduated College,male,airplaneJuice,English,186117,4,main
3475,39,"Yes, there is a phone repair store",taciturn,,high_prior,NA,Graduated College,male,phoneRepair,English,63111,5,main
3476,47,Yes,taciturn,interesting,high_prior,NA,Graduated High-school,male,videoGames,English,38388,1,main
3476,47,motorcycle,,interesting,filler,motorcycle,Graduated High-school,male,carRental-moving,English,16052,2,filler
3476,47,"Yes, there is a McCafe, Starbucks and Cafe Nero nearby.",yes,interesting,low_prior,NA,Graduated High-school,male,coffeeShop,English,54814,3,main
3476,47,"Yes, I'm on Instagram and Threads",fullList,interesting,low_prior,NA,Graduated High-school,male,socialMedia,English,145144,4,main
