submission_id,age,ambiguous_response,itemName,category,answer,comments,correct_response,education,experiment_duration,experiment_end_time,experiment_start_time,gender,languages,responseTime,settingName,trialNr,trial_type,competitor,sameCategory,otherCategory
134,39,NA,friendsActivities-boardGames,taciturn,Nope,Thank you. I hope the data is useful.,main,Graduated College,259231,1667310832918,1667310573687,male,English,23214,friendsActivities,4,main,0.69,0.51,0.35857142857142854
134,39,NA,waterSport-motor,competitor,We have water skis,Thank you. I hope the data is useful.,main,Graduated College,259231,1667310832918,1667310573687,male,English,23012,waterSport,6,main,0.7446666666666667,0.6006666666666667,0.5023333333333333
134,39,NA,electronics-laptop,competitor,No but we have the air,Thank you. I hope the data is useful.,main,Graduated College,259231,1667310832918,1667310573687,male,English,22543,electronics,9,main,0.68,0.27375000000000005,0.21125
134,39,NA,cafe-pie,competitor,No but we have raspberry pie,Thank you. I hope the data is useful.,main,Graduated College,259231,1667310832918,1667310573687,male,English,20734,cafe,10,main,0.726,0.33099999999999996,0.22899999999999998
134,39,NA,movie-fantasy,taciturn,I'm afraid not,Thank you. I hope the data is useful.,main,Graduated College,259231,1667310832918,1667310573687,male,English,14867,movie,11,main,0.5854545454545454,0.46545454545454545,0.6022727272727273
135,49,NA,plants-flowers,taciturn,"No, I don't.",NA,main,Graduated High-school,303512,1667310885944,1667310582432,male,English,49977,plants,2,main,0.6066666666666667,0.5393333333333333,0.474
135,49,NA,dutyFree-sweets,competitor,"No, but I have gingerbread.",NA,main,Graduated High-school,303512,1667310885944,1667310582432,male,English,29893,dutyFree,3,main,0.7011111111111111,0.6200000000000001,0.4216666666666667
135,49,NA,gym-boxing,competitor,Only kickboxing classes.,NA,main,Graduated High-school,303512,1667310885944,1667310582432,male,English,19740,gymActivities,4,main,0.7658333333333333,0.6591666666666667,0.33458333333333334
135,49,NA,movie-western,taciturn,"No, we're not.",NA,main,Graduated High-school,303512,1667310885944,1667310582432,male,English,16288,movie,6,main,0.71,0.4760714285714286,0.3867857142857143
135,49,NA,disney-princess,taciturn,"No, not today.",NA,main,Graduated High-school,303512,1667310885944,1667310582432,male,English,15091,disney,7,main,0.7328571428571429,0.6878571428571428,0.4442857142857143
135,49,NA,books-fantasy,taciturn,Not currently.,NA,main,Graduated High-school,303512,1667310885944,1667310582432,male,English,15862,books,9,main,0.6138461538461538,0.6207692307692307,0.36269230769230765
135,49,1,zoo-reptiles,other,"I don't think we can, but I'll ask if there are any not on the map.",NA,main,Graduated High-school,303512,1667310885944,1667310582432,male,English,42491,zoo,10,main,0.8405882352941176,0.655,0.4797058823529412
135,49,NA,furniture-outdoors,taciturn,"No, not at the current moment.",NA,main,Graduated High-school,303512,1667310885944,1667310582432,male,English,22373,furniture,11,main,0.6264285714285714,0.5828571428571429,0.32285714285714284
159,72,NA,disney-princess,taciturn,sorry Moana isnt available today,none,main,Graduated High-school,638276,1667311208348,1667310570072,male,english,52699,disney,1,main,0.7328571428571429,0.6878571428571428,0.4442857142857143
159,72,NA,clothing-winter,other,sorry we dont have any sweaters would you like to look at our other stock,none,main,Graduated High-school,638276,1667311208348,1667310570072,male,english,74775,clothing,2,main,0.609,0.629,0.1855
159,72,NA,cafe-pizza,taciturn,srry its not on the menu today,none,main,Graduated High-school,638276,1667311208348,1667310570072,male,english,38382,cafe,3,main,0.6307142857142857,0.3589285714285714,0.49964285714285717
159,72,NA,zoo-reptiles,taciturn,there are not any chameleons on the map,none,main,Graduated High-school,638276,1667311208348,1667310570072,male,english,61873,zoo,6,main,0.8405882352941176,0.655,0.4797058823529412
159,72,NA,friendsActivities-videoEntertainment,other,sorry guys but i do have plenty other ideas,none,main,Graduated High-school,638276,1667311208348,1667310570072,male,english,50601,friendsActivities,7,main,0.4625,0.42291666666666666,0.2825
159,72,NA,plants-flowers,taciturn,i am sorry i dont,none,main,Graduated High-school,638276,1667311208348,1667310570072,male,english,44320,plants,9,main,0.6066666666666667,0.5393333333333333,0.474
159,72,NA,bar-tea,taciturn,i am so sorry sweet tea is not available,none,main,Graduated High-school,638276,1667311208348,1667310570072,male,english,57317,bar,10,main,0.5914285714285714,0.5557142857142858,0.2414285714285714
159,72,NA,petAdoption-hamster,taciturn,sorry not at the moment,none,main,Graduated High-school,638276,1667311208348,1667310570072,male,english,125682,petAdoption,11,main,0.7925,0.5428125,0.2003125
137,30,NA,zoo-reptiles,taciturn,"No, unfortunately there aren't any chameleons in this zoo",NA,main,Graduated College,310723,1667310893738,1667310583015,male,English,33559,zoo,1,main,0.8405882352941176,0.655,0.4797058823529412
137,30,NA,plants-flowers,taciturn,"Sorry, i don't grow any of those",NA,main,Graduated College,310723,1667310893738,1667310583015,male,English,33754,plants,3,main,0.6066666666666667,0.5393333333333333,0.474
137,30,NA,waterSport-muscle,other,"We don't, but we have other equipment for rent if you're interested",NA,main,Graduated College,310723,1667310893738,1667310583015,male,English,32890,waterSport,4,main,0.71375,0.6059375,0.42000000000000004
137,30,NA,dutyFree-sweets,taciturn,"Sorry, we dont unfortunately",NA,main,Graduated College,310723,1667310893738,1667310583015,male,English,23849,dutyFree,6,main,0.7011111111111111,0.6200000000000001,0.4216666666666667
137,30,NA,gym-boxing,competitor,"We don't, however we do offer kickboxing if youre interested",NA,main,Graduated College,310723,1667310893738,1667310583015,male,English,22778,gymActivities,7,main,0.7658333333333333,0.6591666666666667,0.33458333333333334
137,30,NA,clothing-winter,competitor,"We have sweatshirts, but no wool sweaters unfortunately",NA,main,Graduated College,310723,1667310893738,1667310583015,male,English,26921,clothing,8,main,0.609,0.629,0.1855
137,30,NA,touristInfo-clubbing,taciturn,Unfortunately there isn't today,NA,main,Graduated College,310723,1667310893738,1667310583015,male,English,34646,touristInfo,10,main,0.6145454545454545,0.4509090909090909,0.3190909090909091
137,30,NA,bookingAgency-highClassAccommodation,competitor,"No, but there is a four star hotel with a room available if you're interested",NA,main,Graduated College,310723,1667310893738,1667310583015,male,English,38952,bookingAgency,11,main,0.6166666666666667,0.6683333333333334,0.09666666666666668
160,61,NA,friendsActivities-videoEntertainment,fullList,"Unfortunately not but I have other interesting exciting games to play such as a poker set, PlayStation games, Wii games, Monopoly, and some movies",NA,main,Did not graduate High-school,620366,1667311208761,1667310588395,female,English,63081,friendsActivities,1,main,0.4625,0.42291666666666666,0.2825
160,61,NA,plants-flowers,competitor,Peonies are not blooming at the moment but I can give you a rose bush which is just as beautiful,NA,main,Did not graduate High-school,620366,1667311208761,1667310588395,female,English,44791,plants,3,main,0.6066666666666667,0.5393333333333333,0.474
160,61,1,disney-princess,other,"Sorry, I don't know who Moana is, what about Batman, Cinderella or Spiderman?",NA,main,Did not graduate High-school,620366,1667311208761,1667310588395,female,English,51416,disney,4,main,0.7328571428571429,0.6878571428571428,0.4442857142857143
160,61,NA,gym-boxing,sameCategory,"Not currently but we provide other exciting combat classes such as kickboxing, karate classes and judo",NA,main,Did not graduate High-school,620366,1667311208761,1667310588395,female,English,47343,gymActivities,5,main,0.7658333333333333,0.6591666666666667,0.33458333333333334
160,61,NA,touristInfo-clubbing,sameCategory,"Electronic music today comes in the guise of a rock concert, live ja zz music and a hip hop DJ for your entertainment",NA,main,Did not graduate High-school,620366,1667311208761,1667310588395,female,English,73751,touristInfo,6,main,0.6145454545454545,0.4509090909090909,0.3190909090909091
160,61,1,zoo-reptiles,fullList,"Later, first lets go check out the gorillas, snakes, lion, turtles and iguanas and if we have any time left I will check for the chameleon",NA,main,Did not graduate High-school,620366,1667311208761,1667310588395,female,English,62689,zoo,8,main,0.8405882352941176,0.655,0.4797058823529412
160,61,NA,electronics-console,sameCategory,"No PlayStation at present but an Xbox or Nintendo Switch are very similar, would you be interested in either of these?",NA,main,Did not graduate High-school,620366,1667311208761,1667310588395,female,English,58456,electronics,10,main,0.446875,0.43937499999999996,0.3746875
160,61,NA,clothing-winter,sameCategory,They may be on order at the moment but we do have sweatshirts and winter coats available which would keep you just as warm,NA,main,Did not graduate High-school,620366,1667311208761,1667310588395,female,English,60413,clothing,11,main,0.609,0.629,0.1855
163,40,1,clothing-winter,other,"Yes, I'll take you over to our sweater section, which are available in several different materials.",NA,main,Higher degree,767496,1667311334089,1667310566593,female,English,88022,clothing,2,main,0.609,0.629,0.1855
163,40,1,zoo-reptiles,competitor,"I'm not sure that they have chameleons here, but we could head over to see the iguanas?",NA,main,Higher degree,767496,1667311334089,1667310566593,female,English,90062,zoo,3,main,0.8405882352941176,0.655,0.4797058823529412
163,40,NA,waterSport-muscle,competitor,"WE don't have canoes, but you could hire a kayak instead?",NA,main,Higher degree,767496,1667311334089,1667310566593,female,English,44034,waterSport,5,main,0.71375,0.6059375,0.42000000000000004
163,40,NA,plants-flowers,competitor,"I don't have any peonies, but I could give you a cutting from my rose bush, which flowers for longer",NA,main,Higher degree,767496,1667311334089,1667310566593,female,English,53418,plants,6,main,0.6066666666666667,0.5393333333333333,0.474
163,40,NA,touristInfo-clubbing,sameCategory,"There's no electronic music event today, but are other music event like a hip hop DJ or there's the rock concert if you fancy going to either of those?",NA,main,Higher degree,767496,1667311334089,1667310566593,female,English,145629,touristInfo,7,main,0.6145454545454545,0.4509090909090909,0.3190909090909091
163,40,NA,electronics-console,other,"Sorry we don't have any PlayStations available today, but we regularly get different consoles in, I could contact you next time we get a PlayStation in if you like?",NA,main,Higher degree,767496,1667311334089,1667310566593,female,English,85474,electronics,8,main,0.446875,0.43937499999999996,0.3746875
163,40,NA,movie-western,other,"No we're not showing any Westerns today, but keep an eye on our schedule for future showings.",NA,main,Higher degree,767496,1667311334089,1667310566593,female,English,67060,movie,9,main,0.71,0.4760714285714286,0.3867857142857143
163,40,NA,petAdoption-hamster,competitor,"No sorry we don't have any hamsters available today, but we do have gerbils which are equally easy to look after or we could contact you when we do have a hamster available?",NA,main,Higher degree,767496,1667311334089,1667310566593,female,English,79021,petAdoption,10,main,0.7925,0.5428125,0.2003125
140,35,NA,bookingAgency-highClassAccommodation,competitor,No; but we have a 4 star available or alternative accommodation,NA,main,Higher degree,370847,1667310948037,1667310577190,female,English,51646,bookingAgency,1,main,0.6166666666666667,0.6683333333333334,0.09666666666666668
140,35,1,friendsActivities-videoEntertainment,other,No. We have a ps4 or some fun board games,NA,main,Higher degree,370847,1667310948037,1667310577190,female,English,34523,friendsActivities,2,main,0.4625,0.42291666666666666,0.2825
140,35,1,electronics-console,other,No - we have everything but!,NA,main,Higher degree,370847,1667310948037,1667310577190,female,English,33191,electronics,3,main,0.446875,0.43937499999999996,0.3746875
140,35,NA,clothing-winter,sameCategory,No but we do have hoodies or sweatshirts,NA,main,Higher degree,370847,1667310948037,1667310577190,female,English,23965,clothing,4,main,0.609,0.629,0.1855
140,35,NA,plants-flowers,sameCategory,No but we have Roses or sunflowers,NA,main,Higher degree,370847,1667310948037,1667310577190,female,English,55130,plants,6,main,0.6066666666666667,0.5393333333333333,0.474
140,35,NA,petAdoption-hamster,competitor,"No, but we have some Gerbils",NA,main,Higher degree,370847,1667310948037,1667310577190,female,English,26553,petAdoption,7,main,0.7925,0.5428125,0.2003125
140,35,NA,bar-tea,sameCategory,"No, we have soda, iced coffee or homemade lemonade",NA,main,Higher degree,370847,1667310948037,1667310577190,female,English,34725,bar,9,main,0.5914285714285714,0.5557142857142858,0.2414285714285714
140,35,NA,disney-princess,sameCategory,"She’s not here today but Cinderella, Ariel and Elsa are instead",NA,main,Higher degree,370847,1667310948037,1667310577190,female,English,42363,disney,10,main,0.7328571428571429,0.6878571428571428,0.4442857142857143
146,38,NA,waterSport-muscle,taciturn,No canoes are not something we offer,NA,main,Graduated College,424181,1667311007004,1667310582823,female,british,52882,waterSport,1,main,0.71375,0.6059375,0.42000000000000004
146,38,NA,electronics-console,taciturn,We do not have a PlayStation,NA,main,Graduated College,424181,1667311007004,1667310582823,female,british,29441,electronics,2,main,0.446875,0.43937499999999996,0.3746875
146,38,NA,books-fantasy,taciturn,No we don't sell fantasy novels,NA,main,Graduated College,424181,1667311007004,1667310582823,female,british,25884,books,4,main,0.6138461538461538,0.6207692307692307,0.36269230769230765
146,38,NA,friendsActivities-videoEntertainment,taciturn,We don't have an xbox,NA,main,Graduated College,424181,1667311007004,1667310582823,female,british,27430,friendsActivities,5,main,0.4625,0.42291666666666666,0.2825
146,38,1,movie-western,other,Currently we are not playing a Western movie but perhaps at some point today we will,NA,main,Graduated College,424181,1667311007004,1667310582823,female,british,46095,movie,6,main,0.71,0.4760714285714286,0.3867857142857143
146,38,NA,zoo-reptiles,taciturn,There are no chameleons,NA,main,Graduated College,424181,1667311007004,1667310582823,female,british,24256,zoo,8,main,0.8405882352941176,0.655,0.4797058823529412
146,38,NA,clothing-winter,taciturn,No we do not,NA,main,Graduated College,424181,1667311007004,1667310582823,female,british,16357,clothing,10,main,0.609,0.629,0.1855
146,38,NA,plants-flowers,taciturn,We do not have any peonies,NA,main,Graduated College,424181,1667311007004,1667310582823,female,british,38737,plants,11,main,0.6066666666666667,0.5393333333333333,0.474
151,53,NA,bookingAgency-highClassAccommodation,taciturn,No,NA,main,Graduated High-school,484493,1667311063405,1667310578912,female,English,63216,bookingAgency,3,main,0.6166666666666667,0.6683333333333334,0.09666666666666668
151,53,NA,zoo-reptiles,competitor,No but we can see an iguana.,NA,main,Graduated High-school,484493,1667311063405,1667310578912,female,English,35360,zoo,4,main,0.8405882352941176,0.655,0.4797058823529412
151,53,NA,plants-flowers,competitor,No I don't sorry but I do have some tulips you may like.,NA,main,Graduated High-school,484493,1667311063405,1667310578912,female,English,52160,plants,5,main,0.6066666666666667,0.5393333333333333,0.474
151,53,NA,electronics-console,competitor,I'm sorry we don't stock those. Would you like to look at the Xbox?,NA,main,Graduated High-school,484493,1667311063405,1667310578912,female,English,36280,electronics,6,main,0.446875,0.43937499999999996,0.3746875
151,53,NA,gym-boxing,competitor,Not boxing but we do offer kickboxing? If that doesn't appeal there are a few other things to choose from.,NA,main,Graduated High-school,484493,1667311063405,1667310578912,female,English,42967,gymActivities,7,main,0.7658333333333333,0.6591666666666667,0.33458333333333334
151,53,NA,disney-princess,other,Moana is having a rest but we have lots of other characters for you to meet.,NA,main,Graduated High-school,484493,1667311063405,1667310578912,female,English,41472,disney,9,main,0.7328571428571429,0.6878571428571428,0.4442857142857143
151,53,NA,movie-western,other,Not today but there's a few choices on offer that may appeal to you.,NA,main,Graduated High-school,484493,1667311063405,1667310578912,female,English,43951,movie,10,main,0.71,0.4760714285714286,0.3867857142857143
151,53,1,books-fantasy,sameCategory,Not fantasy but you might want to look at our romance section.,NA,main,Graduated High-school,484493,1667311063405,1667310578912,female,English,48008,books,11,main,0.6138461538461538,0.6207692307692307,0.36269230769230765
153,50,NA,bar-tea,competitor,"Sorry, we only have iced coffee.",NA,main,Higher degree,564725,1667311134184,1667310569459,male,English,41533,bar,1,main,0.5914285714285714,0.5557142857142858,0.2414285714285714
153,50,NA,clothing-winter,taciturn,"Sorry, we do not.",NA,main,Higher degree,564725,1667311134184,1667310569459,male,English,32283,clothing,2,main,0.609,0.629,0.1855
153,50,NA,furniture-outdoors,competitor,"No, but we do have wicker-back cane chairs.",NA,main,Higher degree,564725,1667311134184,1667310569459,male,English,47326,furniture,3,main,0.6264285714285714,0.5828571428571429,0.32285714285714284
153,50,NA,friendsActivities-videoEntertainment,sameCategory,"No, but you can choose between Playstation and Wii games.",NA,main,Higher degree,564725,1667311134184,1667310569459,male,English,41133,friendsActivities,6,main,0.4625,0.42291666666666666,0.2825
153,50,NA,touristInfo-clubbing,sameCategory,"No, but there is live Jazz, a rock concert or a club event with a Hip Hop DJ.",NA,main,Higher degree,564725,1667311134184,1667310569459,male,English,52917,touristInfo,7,main,0.6145454545454545,0.4509090909090909,0.3190909090909091
153,50,NA,petAdoption-hamster,sameCategory,"No, but we do have gerbils and mice.",NA,main,Higher degree,564725,1667311134184,1667310569459,male,English,28995,petAdoption,8,main,0.7925,0.5428125,0.2003125
153,50,NA,zoo-reptiles,competitor,An iguana is a bit like a chameleon that doesn't change colour.,NA,main,Higher degree,564725,1667311134184,1667310569459,male,English,42724,zoo,10,main,0.8405882352941176,0.655,0.4797058823529412
153,50,NA,books-fantasy,competitor,"No, but we do have science fiction novels.",NA,main,Higher degree,564725,1667311134184,1667310569459,male,English,34620,books,11,main,0.6138461538461538,0.6207692307692307,0.36269230769230765
141,42,1,plants-flowers,other,Not at the moment but I will grow some for you if you want,NA,main,Graduated College,390282,1667310959284,1667310569002,male,English,56622,plants,3,main,0.6066666666666667,0.5393333333333333,0.474
141,42,1,bar-tea,other,"Unfortunately not, can i get you anything else",NA,main,Graduated College,390282,1667310959284,1667310569002,male,English,26579,bar,4,main,0.5914285714285714,0.5557142857142858,0.2414285714285714
141,42,NA,friendsActivities-videoEntertainment,sameCategory,No just playstation and wii,NA,main,Graduated College,390282,1667310959284,1667310569002,male,English,25953,friendsActivities,5,main,0.4625,0.42291666666666666,0.2825
141,42,NA,zoo-reptiles,competitor,"they dont have any here, shall we go and see the turtles instead?",NA,main,Graduated College,390282,1667310959284,1667310569002,male,English,36572,zoo,8,main,0.8405882352941176,0.655,0.4797058823529412
141,42,NA,touristInfo-clubbing,competitor,"no not today, there is a hip hop DJ though",NA,main,Graduated College,390282,1667310959284,1667310569002,male,English,49864,touristInfo,9,main,0.6145454545454545,0.4509090909090909,0.3190909090909091
141,42,NA,electronics-console,other,We don't but would you like to look at what we do have?,NA,main,Graduated College,390282,1667310959284,1667310569002,male,English,51564,electronics,10,main,0.446875,0.43937499999999996,0.3746875
141,42,NA,furniture-outdoors,other,Im afraid not but would you like to see what we do have?,NA,main,Graduated College,390282,1667310959284,1667310569002,male,English,36564,furniture,11,main,0.6264285714285714,0.5828571428571429,0.32285714285714284
149,39,NA,petAdoption-hamster,sameCategory,"We don't have any hamsters at the moment but we do have other small rodents, gerbils and mice.",NA,main,Graduated College,475423,1667311040692,1667310565269,female,NA,43108,petAdoption,1,main,0.7925,0.5428125,0.2003125
149,39,NA,touristInfo-clubbing,sameCategory,"There is a rock event, a hip hop even and a jazz event, could I interest you in those?",NA,main,Graduated College,475423,1667311040692,1667310565269,female,NA,72317,touristInfo,2,main,0.6145454545454545,0.4509090909090909,0.3190909090909091
149,39,NA,plants-flowers,competitor,No but I have rosses which are silmilar.,NA,main,Graduated College,475423,1667311040692,1667310565269,female,NA,27069,plants,3,main,0.6066666666666667,0.5393333333333333,0.474
149,39,NA,friendsActivities-videoEntertainment,sameCategory,I don't but I do have Playstation and WII,NA,main,Graduated College,475423,1667311040692,1667310565269,female,NA,31076,friendsActivities,4,main,0.4625,0.42291666666666666,0.2825
149,39,NA,waterSport-muscle,sameCategory,We have row boats and kayaks.,NA,main,Graduated College,475423,1667311040692,1667310565269,female,NA,40351,waterSport,5,main,0.71375,0.6059375,0.42000000000000004
149,39,NA,books-fantasy,sameCategory,"Check out the mystery and adventure section, you might find something that  takes your fancy there.",NA,main,Graduated College,475423,1667311040692,1667310565269,female,NA,47272,books,7,main,0.6138461538461538,0.6207692307692307,0.36269230769230765
149,39,NA,cafe-pizza,competitor,We have a cheese pizza but I can ask the kitchen if any other ingredients can be added if you like?,NA,main,Graduated College,475423,1667311040692,1667310565269,female,NA,40357,cafe,8,main,0.6307142857142857,0.3589285714285714,0.49964285714285717
149,39,NA,bar-tea,sameCategory,"We don't serve tea, can I offer coffe of sweet lemonade?",NA,main,Graduated College,475423,1667311040692,1667310565269,female,NA,30263,bar,9,main,0.5914285714285714,0.5557142857142858,0.2414285714285714
152,61,NA,gym-yoga,competitor,"No, I'm afraid not but our pilates class is very popular.","That was fun, thank you.",main,Higher degree,470980,1667311073244,1667310602264,female,English,26031,gymActivities,1,main,0.62,0.5859090909090909,0.2913636363636364
152,61,NA,touristInfo-childTheatre,competitor,No but we have a circus show that is suitable for all ages.,"That was fun, thank you.",main,Higher degree,470980,1667311073244,1667310602264,female,English,25318,touristInfo,2,main,0.7173333333333334,0.29066666666666663,0.23266666666666666
152,61,NA,zoo-xl,competitor,We don't have any tigers - but we have a very ferocious lion would you like to feed him?,"That was fun, thank you.",main,Higher degree,470980,1667311073244,1667310602264,female,English,33449,zoo,3,main,0.8553846153846153,0.6488461538461539,0.4826923076923077
152,61,1,petAdoption-dogs,other,No Dalmatians currently but we have new animals coming in every day - would you like to go on a waiting list?,"That was fun, thank you.",main,Higher degree,470980,1667311073244,1667310602264,female,English,35480,petAdoption,4,main,0.36727272727272725,0.5036363636363637,0.14954545454545454
152,61,NA,bookingAgency-lowClassAccommodation,other,No sorry - there are other budget options available though.,"That was fun, thank you.",main,Higher degree,470980,1667311073244,1667310602264,female,English,28680,bookingAgency,7,main,0.5255555555555556,0.683888888888889,0.09222222222222223
152,61,NA,kidsActivities-crafts,other,"Hey, what a great idea!  But no, sorry not today.  I bet you would really enjoy one of our other classes though.","That was fun, thank you.",main,Higher degree,470980,1667311073244,1667310602264,female,English,35664,kidsActivities,8,main,0.65875,0.6168750000000001,0.29125
152,61,NA,bar-whiteWine,competitor,No but we have Chardonnay - would that fit the bill?,"That was fun, thank you.",main,Higher degree,470980,1667311073244,1667310602264,female,English,30297,bar,10,main,0.694375,0.343125,0.2796875
152,61,1,furniture-indoors,other,"We don't, sorry.  If you want to give me an idea of what you would like I can keep a look out for an armchair for you.","That was fun, thank you.",main,Higher degree,470980,1667311073244,1667310602264,female,English,32902,furniture,11,main,0.502,0.40700000000000003,0.31700000000000006
144,43,NA,cafe-pie,competitor,We have raspberry pie,NA,main,Graduated High-school,408222,1667310980822,1667310572600,female,English,37767,cafe,1,main,0.726,0.33099999999999996,0.22899999999999998
144,43,NA,electronics-laptop,competitor,We don't but we do have a MacBook air,NA,main,Graduated High-school,408222,1667310980822,1667310572600,female,English,37514,electronics,2,main,0.68,0.27375000000000005,0.21125
144,43,NA,gym-yoga,competitor,We don't at the moment but would you be interested in trying pilates,NA,main,Graduated High-school,408222,1667310980822,1667310572600,female,English,34413,gymActivities,3,main,0.62,0.5859090909090909,0.2913636363636364
144,43,NA,movie-fantasy,taciturn,Not today,NA,main,Graduated High-school,408222,1667310980822,1667310572600,female,English,36657,movie,7,main,0.5854545454545454,0.46545454545454545,0.6022727272727273
144,43,NA,friendsActivities-boardGames,other,I haven't but if you have do you wa t to get it,NA,main,Graduated High-school,408222,1667310980822,1667310572600,female,English,45193,friendsActivities,8,main,0.69,0.51,0.35857142857142854
144,43,1,zoo-xl,other,There's no tigers nut let's find something else,NA,main,Graduated High-school,408222,1667310980822,1667310572600,female,English,24321,zoo,9,main,0.8553846153846153,0.6488461538461539,0.4826923076923077
144,43,NA,kidsActivities-crafts,other,I'm. Sorry there is not pottery class but would you like to try something else,NA,main,Graduated High-school,408222,1667310980822,1667310572600,female,English,67638,kidsActivities,10,main,0.65875,0.6168750000000001,0.29125
144,43,NA,touristInfo-childTheatre,other,All our shows are children friendly,NA,main,Graduated High-school,408222,1667310980822,1667310572600,female,English,43820,touristInfo,11,main,0.7173333333333334,0.29066666666666663,0.23266666666666666
145,39,NA,plants-flowers,sameCategory,"I don't, but you are welcome to some sunflowers, tulips or roses, if you'd like.",NA,main,Higher degree,406685,1667310990110,1667310583425,female,English,52751,plants,1,main,0.6066666666666667,0.5393333333333333,0.474
145,39,NA,furniture-outdoors,sameCategory,"I'm sorry, we don't right now, but we do have a porch swing, a cane chair or a bench, if you are looking for outdoor furniture.",NA,main,Higher degree,406685,1667310990110,1667310583425,female,English,40459,furniture,2,main,0.6264285714285714,0.5828571428571429,0.32285714285714284
145,39,NA,clothing-winter,sameCategory,"I'm sorry, not at present, but we do have warm hoodies and sweatshirts.",NA,main,Higher degree,406685,1667310990110,1667310583425,female,English,24511,clothing,3,main,0.609,0.629,0.1855
145,39,NA,books-fantasy,sameCategory,"We don't have a fantasy selection presently, but you might enjoy something from our science fiction or adventure books.",NA,main,Higher degree,406685,1667310990110,1667310583425,female,English,35734,books,4,main,0.6138461538461538,0.6207692307692307,0.36269230769230765
145,39,NA,bookingAgency-highClassAccommodation,sameCategory,"I'm afraid not, but we do have a suite in a four star hotel or a lodge available, if you are looking for high quality accommodation.",NA,main,Higher degree,406685,1667310990110,1667310583425,female,English,62453,bookingAgency,7,main,0.6166666666666667,0.6683333333333334,0.09666666666666668
145,39,NA,touristInfo-clubbing,competitor,"I'm afraid not, but we do have a hip hop club event  as well as a few other music events I can advise you about.",NA,main,Higher degree,406685,1667310990110,1667310583425,female,English,48159,touristInfo,8,main,0.6145454545454545,0.4509090909090909,0.3190909090909091
145,39,NA,kidsActivities-sports,sameCategory,"Not today, but I bet you would be great at acrobatics or dance. Shall I show you where to sign up?",NA,main,Higher degree,406685,1667310990110,1667310583425,female,English,42359,kidsActivities,9,main,0.6115384615384616,0.5692307692307692,0.31346153846153846
145,39,NA,dutyFree-sweets,sameCategory,"We don't have cookies, I'm sorry, but if you want something sweet, we have gingerbread, chocolate or waffles.",NA,main,Higher degree,406685,1667310990110,1667310583425,female,English,45325,dutyFree,11,main,0.7011111111111111,0.6200000000000001,0.4216666666666667
162,45,NA,plants-green,competitor,"No i'm sorry I don't have any aloe vera, however I have a bamboo plant if you like?",NA,main,Higher degree,708080,1667311288044,1667310579964,female,English,61494,plants,1,main,0.5927777777777777,0.4822222222222222,0.4772222222222222
162,45,NA,friendsActivities-boardGames,sameCategory,"no, i don't have Clue, but i do have monopoly and twister!",NA,main,Higher degree,708080,1667311288044,1667310579964,female,English,34528,friendsActivities,3,main,0.69,0.51,0.35857142857142854
162,45,NA,books-romance,competitor,I don't have a book of love poems but i do have some books of French love letters that you might like.,NA,main,Higher degree,708080,1667311288044,1667310579964,female,English,48906,books,4,main,0.75,0.5518181818181819,0.22954545454545455
162,45,NA,bookingAgency-lowClassAccommodation,sameCategory,"I'm afraid there aren't any rooms left in the youth hostel, but we have some other budget options; a b and b, hotel and even a couch surfing place.",NA,main,Higher degree,708080,1667311288044,1667310579964,female,English,92653,bookingAgency,5,main,0.5255555555555556,0.683888888888889,0.09222222222222223
162,45,NA,gym-yoga,competitor,No i'm sorry we don't offer yoga however we do have other classes including pilates.,NA,main,Higher degree,708080,1667311288044,1667310579964,female,English,44678,gymActivities,6,main,0.62,0.5859090909090909,0.2913636363636364
162,45,NA,petAdoption-dogs,sameCategory,"No. i'm sorry but we don't have any dalmations. We do haver some other dogs, terriers, chocolate labs and golden retrievers.",NA,main,Higher degree,708080,1667311288044,1667310579964,female,English,51557,petAdoption,9,main,0.36727272727272725,0.5036363636363637,0.14954545454545454
162,45,NA,kidsActivities-crafts,fullList,"no sorry there isn't a pottery class but there is acrobatics, painting, swimming and origami classes. What do you like?",NA,main,Higher degree,708080,1667311288044,1667310579964,female,English,238022,kidsActivities,10,main,0.65875,0.6168750000000001,0.29125
162,45,NA,waterSport-motor,competitor,no sorry we don't rent jet skis but would you like water skiing?,NA,main,Higher degree,708080,1667311288044,1667310579964,female,English,27433,waterSport,11,main,0.7446666666666667,0.6006666666666667,0.5023333333333333
166,33,NA,dutyFree-sweets,sameCategory,"No, but I do have waffles and gingerbread if you'd like something sweet!",NA,main,Graduated High-school,796118,1667311500848,1667310704730,female,English,62775,dutyFree,1,main,0.7011111111111111,0.6200000000000001,0.4216666666666667
166,33,1,touristInfo-clubbing,competitor,"No, but there will be a fun street dance performance!",NA,main,Graduated High-school,796118,1667311500848,1667310704730,female,English,53479,touristInfo,4,main,0.6145454545454545,0.4509090909090909,0.3190909090909091
166,33,NA,waterSport-muscle,competitor,"Unfortunately not, but we do have rowing boats!",NA,main,Graduated High-school,796118,1667311500848,1667310704730,female,English,112008,waterSport,5,main,0.71375,0.6059375,0.42000000000000004
166,33,NA,plants-flowers,competitor,"No, but sunflowers would look gorgeous in your new place!",NA,main,Graduated High-school,796118,1667311500848,1667310704730,female,English,258927,plants,6,main,0.6066666666666667,0.5393333333333333,0.474
