submission_id,age,answer,comments,correct_response,education,experiment_duration,experiment_end_time,experiment_start_time,gender,itemName,languages,responseTime,settingName,trialNr,trial_type
4657,62,"We are hosting a club event with a hip hop DJ, would that be the one you were thinking of?",Nothing to add.,main,Graduated College,307308,1672168785168,1672168477860,male,touristInfo-clubbing,English,78970,touristInfo,1,main
4657,62,"Afraid not, but i've prepared some movies and games for us all.",Nothing to add.,main,Graduated College,307308,1672168785168,1672168477860,male,friendsActivities-videoEntertainment,English,47628,friendsActivities,2,main
4657,62,"I'm sorry, we don't currently have earrings in stock.",Nothing to add.,main,Graduated College,307308,1672168785168,1672168477860,male,clothing-acc,English,36811,clothing,3,main
4657,62,teacher,Nothing to add.,teacher,Graduated College,307308,1672168785168,1672168477860,male,jobCenter-engineer,English,17724,jobCenter,4,filler
4657,62,"No, sorry, but we do have gerbils if you're open to another type of small pet.",Nothing to add.,main,Graduated College,307308,1672168785168,1672168477860,male,petAdoption-hamster,English,54506,petAdoption,5,main
4670,33,Our only vegi pizza the cheese pizza,NA,main,Graduated College,170482,1672171760039,1672171589557,male,cafe-pizza,English,53733,cafe,1,main
4670,33,No sorry,NA,main,Graduated College,170482,1672171760039,1672171589557,male,bar-tea,English,12635,bar,2,main
4670,33,Yes we do have netflix,NA,main,Graduated College,170482,1672171760039,1672171589557,male,friendsActivities-videoEntertainment,English,27891,friendsActivities,3,main
4670,33,No but I do have water colours.,NA,main,Graduated College,170482,1672171760039,1672171589557,male,interior-deco,English,26988,interior,4,main
4670,33,Teacher,NA,teacher,Graduated College,170482,1672171760039,1672171589557,male,jobCenter-engineer,English,14851,jobCenter,5,filler
4611,22,classic,NA,classic,Graduated College,108851,1672164802989,1672164694138,female,music-softrock,English,8663,music,1,filler
4611,22,No.,NA,main,Graduated College,108851,1672164802989,1672164694138,female,clothing-acc,English,17722,clothing,2,main
4611,22,No.,NA,main,Graduated College,108851,1672164802989,1672164694138,female,touristInfo-clubbing,English,11379,touristInfo,3,main
4611,22,"I have some movies we could watch, but they aren't on Netflix.",NA,main,Graduated College,108851,1672164802989,1672164694138,female,friendsActivities-videoEntertainment,English,28643,friendsActivities,4,main
4611,22,"No, but our pepperoni is excellent.",NA,main,Graduated College,108851,1672164802989,1672164694138,female,cafe-pizza,English,22783,cafe,5,main
4612,30,"Yes, Saturdays at 10am",NA,main,Graduated High-school,135173,1672164815737,1672164680564,female,gym-yoga,NA,21815,gymActivities,1,main
4612,30,Yes,NA,main,Graduated High-school,135173,1672164815737,1672164680564,female,waterSport-motor,NA,31995,waterSport,2,main
4612,30,London,NA,London,Graduated High-school,135173,1672164815737,1672164680564,female,airport-usa,NA,18401,airport,3,filler
4612,30,Yes,NA,main,Graduated High-school,135173,1672164815737,1672164680564,female,books-romance,NA,12892,books,4,main
4612,30,No sorry,NA,main,Graduated High-school,135173,1672164815737,1672164680564,female,electronics-laptop,NA,11822,electronics,5,main
4620,28,"Hello, unfortunately we don’t have any hamsters but we do have gerbils, would you like to have a look?",NA,main,Higher degree,231683,1672164906357,1672164674674,female,petAdoption-hamster,English,64373,petAdoption,1,main
4620,28,No it isn’t however could i interest you in this one?,NA,main,Higher degree,231683,1672164906357,1672164674674,female,bookingAgency-highClassAccommodation,English,51081,bookingAgency,2,main
4620,28,Teacher,NA,teacher,Higher degree,231683,1672164906357,1672164674674,female,jobCenter-engineer,English,22760,jobCenter,3,filler
4620,28,We will work our away around and get there eventually,NA,main,Higher degree,231683,1672164906357,1672164674674,female,zoo-reptiles,English,30836,zoo,4,main
4620,28,I don’t but I can see what I can do,NA,main,Higher degree,231683,1672164906357,1672164674674,female,bar-tea,English,20144,bar,5,main
4642,68,Sorry i have only have gingerbread and granola bars for sale.,NA,main,Did not graduate High-school,506044,1672166176808,1672165670764,male,dutyFree-sweets,English,112363,dutyFree,1,main
4642,68,"No, but have a oil painting you can look at.",NA,main,Did not graduate High-school,506044,1672166176808,1672165670764,male,interior-deco,English,92832,interior,2,main
4642,68,Sorry they do not have a chameleon but they have other animals to see in the zoo.,NA,main,Did not graduate High-school,506044,1672166176808,1672165670764,male,zoo-reptiles,English,92199,zoo,3,main
4642,68,No do not have Netflix But have some movies we can watch.,NA,main,Did not graduate High-school,506044,1672166176808,1672165670764,male,friendsActivities-videoEntertainment,English,133815,friendsActivities,4,main
4642,68,classic,NA,classic,Did not graduate High-school,506044,1672166176808,1672165670764,male,music-softrock,English,21444,music,5,filler
4660,38,"No but we have an apartment close to the city, a room in a bed and breakfast and a suite in a four-star hotel available.",NA,main,Graduated College,340022,1672168822320,1672168482298,male,bookingAgency-highClassAccommodation,English,164492,bookingAgency,1,main
4660,38,"No but I have some printed photographs, and an oil painting if you're interested?",NA,main,Graduated College,340022,1672168822320,1672168482298,male,interior-deco,English,81303,interior,2,main
4660,38,motorcycle,NA,motorcycle,Graduated College,340022,1672168822320,1672168482298,male,carRental-moving,English,11905,carRental,3,filler
4660,38,"Nope, but we have iced coffee, and soda.",NA,main,Graduated College,340022,1672168822320,1672168482298,male,bar-tea,English,20488,bar,4,main
4660,38,"No but we can offer pedal boats, water ski equipment and kayaks.",NA,main,Graduated College,340022,1672168822320,1672168482298,male,waterSport-muscle,English,29109,waterSport,5,main
4661,70,I am sorry but we have no canoes at present but can offer pedal boats or kayaks.,NA,main,Graduated High-school,355447,1672168857407,1672168501960,female,waterSport-muscle,English,73529,waterSport,1,main
4661,70,I don’t think they have chameleons but we can have a look at the iguanas.,NA,main,Graduated High-school,355447,1672168857407,1672168501960,female,zoo-reptiles,English,52104,zoo,2,main
4661,70,I’m sorry but we do not stock earrings but have a wide choice of necklaces.,NA,main,Graduated High-school,355447,1672168857407,1672168501960,female,clothing-acc,English,50799,clothing,3,main
4661,70,I’m sorry but we are out of stock of psychological thrillers.,NA,main,Graduated High-school,355447,1672168857407,1672168501960,female,books-fantasy,English,41652,books,4,main
4661,70,Motorcycle,NA,motorcycle,Graduated High-school,355447,1672168857407,1672168501960,female,carRental-moving,English,37033,carRental,5,filler
4663,22,teacher,NA,teacher,Graduated College,344648,1672169075225,1672168730577,male,jobCenter-office,english,25049,jobCenter,1,filler
4663,22,we have sweatshirts,NA,main,Graduated College,344648,1672169075225,1672168730577,male,clothing-clothes,english,89078,clothing,2,main
4663,22,"i have monopoly,some movies,checkers",NA,main,Graduated College,344648,1672169075225,1672168730577,male,friendsActivities-boardGames,english,97785,friendsActivities,3,main
4663,22,we have cigarettes,NA,main,Graduated College,344648,1672169075225,1672168730577,male,dutyFree-smokes,english,48418,dutyFree,4,main
4663,22,there is giraffe and lion,NA,main,Graduated College,344648,1672169075225,1672168730577,male,zoo-xl,english,43639,zoo,5,main
4625,40,no sorry,NA,main,Graduated College,106425,1672165773127,1672165666702,female,dutyFree-smokes,English,11306,dutyFree,1,main
4625,40,I'm afraid we don't but we do have other shorts.,NA,main,Graduated College,106425,1672165773127,1672165666702,female,clothing-clothes,English,19911,clothing,2,main
4625,40,"Ah no we don't but I have got checkers, movies and monopoly",NA,main,Graduated College,106425,1672165773127,1672165666702,female,friendsActivities-boardGames,English,24483,friendsActivities,3,main
4625,40,sculpture,NA,sculpture,Graduated College,106425,1672165773127,1672165666702,female,art-painting,English,10243,art,4,filler
4625,40,ah sorry I don't but I have an agave plant you could have?,NA,main,Graduated College,106425,1672165773127,1672165666702,female,interior-green,English,21573,interior,5,main
4635,39,We have books of French love letters that may contain poems.,NA,main,Graduated High-school,294443,1672165986021,1672165691578,female,books-romance,English,65512,books,1,main
4635,39,"No, but I have Monopoly and checkers.",NA,main,Graduated High-school,294443,1672165986021,1672165691578,female,friendsActivities-boardGames,English,44872,friendsActivities,2,main
4635,39,"They don't have a tiger, but we can go see the lion.",NA,main,Graduated High-school,294443,1672165986021,1672165691578,female,zoo-xl,English,45099,zoo,3,main
4635,39,"Sorry, we don't have Hawaiian shirts.",NA,main,Graduated High-school,294443,1672165986021,1672165691578,female,clothing-clothes,English,60615,clothing,4,main
4635,39,classic,NA,classic,Graduated High-school,294443,1672165986021,1672165691578,female,music-hardrock,English,22745,music,5,filler
4636,34,"I don't have an aloe vera plant right now, I do have an agave plant which looks very similar if you want it.",NA,main,Graduated High-school,327744,1672165996743,1672165668999,male,interior-green,English,111712,interior,1,main
4636,34,"We don't have any Dalmatians, if you are looking for a dog of similar size we do have golden retrievers.",NA,main,Graduated High-school,327744,1672165996743,1672165668999,male,petAdoption-dogs,English,76216,petAdoption,2,main
4636,34,"We currently don't offer yoga classes, pilates classes are very similar if you wish to try it out.",NA,main,Graduated High-school,327744,1672165996743,1672165668999,male,gym-yoga,English,70191,gymActivities,3,main
4636,34,classic,NA,classic,Graduated High-school,327744,1672165996743,1672165668999,male,music-hardrock,English,16648,music,4,filler
4636,34,No but we do have a MacBook Air,NA,main,Graduated High-school,327744,1672165996743,1672165668999,male,electronics-laptop,English,31024,electronics,5,main
4646,28,No we do not have a veggie pizza,NA,main,Graduated High-school,100220,1672168587232,1672168487012,male,cafe-pizza,English,15340,cafe,1,main
4646,28,London,NA,London,Graduated High-school,100220,1672168587232,1672168487012,male,airport-europe-UPDATED,English,10093,airport,2,filler
4646,28,No it is not available for tomorrow night,NA,main,Graduated High-school,100220,1672168587232,1672168487012,male,bookingAgency-highClassAccommodation,English,21824,bookingAgency,3,main
4646,28,Sorry I do not have any,NA,main,Graduated High-school,100220,1672168587232,1672168487012,male,interior-deco,English,18186,interior,4,main
4646,28,Sorry we do not have any hamsters,NA,main,Graduated High-school,100220,1672168587232,1672168487012,male,petAdoption-hamster,English,12006,petAdoption,5,main
4679,36,"I don't, but I'd quite like one, next time I'm at the garden centre, I'll pick one up for each of us. You can have one as a house warminf present.",NA,main,Graduated High-school,371599,1672171954719,1672171583120,male,interior-green,English,110021,interior,1,main
4679,36,"I'm very sorry, we don't have that in stock, I'll speak to our other stores and see if we have anything like that in stock elsewhere for you.",NA,main,Graduated High-school,371599,1672171954719,1672171583120,male,clothing-clothes,English,71739,clothing,2,main
4679,36,"I'm really sorry, we don't currently offer yoga, what will do is mention it to our manager as other people have also asked about yoga. In the meantime would you like to try a free plates session?",NA,main,Graduated High-school,371599,1672171954719,1672171583120,male,gym-yoga,English,88536,gymActivities,3,main
4679,36,classic,NA,classic,Graduated High-school,371599,1672171954719,1672171583120,male,music-hardrock,English,22963,music,4,filler
4679,36,We don't have any cake today but we have a beautiful raspberry pie that I'd reccomend.,NA,main,Graduated High-school,371599,1672171954719,1672171583120,male,cafe-pie,English,48993,cafe,5,main
4683,43,no. woudl you like ice tea instead?,NA,main,Higher degree,101490,1672172196659,1672172095169,female,bar-tea,english,13770,bar,1,main
4683,43,"no, we do kickboxing.",NA,main,Higher degree,101490,1672172196659,1672172095169,female,gym-boxing,english,12035,gymActivities,2,main
4683,43,they don't have chameleons here,NA,main,Higher degree,101490,1672172196659,1672172095169,female,zoo-reptiles,english,18181,zoo,3,main
4683,43,motorcycle,NA,motorcycle,Higher degree,101490,1672172196659,1672172095169,female,carRental-moving,english,10429,carRental,4,filler
4683,43,no. i can offer you an apartmnet or a suite in a 4 star hotel.,NA,main,Higher degree,101490,1672172196659,1672172095169,female,bookingAgency-highClassAccommodation,english,28924,bookingAgency,5,main
4706,23,motorcycle,NA,motorcycle,Graduated College,119359,1672240253405,1672240134046,male,carRental-fun,English,8861,carRental,1,filler
4706,23,"No, we offer kickboxing, zumba and pilates",NA,main,Graduated College,119359,1672240253405,1672240134046,male,gym-yoga,English,27535,gymActivities,2,main
4706,23,"No, only acrobatics, watercolor and carpentry",NA,main,Graduated College,119359,1672240253405,1672240134046,male,kidsActivities-crafts,English,18788,kidsActivities,3,main
4706,23,there is a circus,NA,main,Graduated College,119359,1672240253405,1672240134046,male,touristInfo-childTheatre,English,24917,touristInfo,4,main
4706,23,"no, only golden retirevers, gerbils and chihuahuas",NA,main,Graduated College,119359,1672240253405,1672240134046,male,petAdoption-dogs,English,21142,petAdoption,5,main
4638,39,"Hi, we don't have any electronic music events in town today but we do have several other music events. Would you be interested to know more about these?",NA,main,Higher degree,363856,1672166025082,1672165661226,male,touristInfo-clubbing,English,110468,touristInfo,1,main
4638,39,"Hello, well we don't have any in right now. Is there something about hamsters that really interest you? Because we do have other animal in need of rehoming",NA,main,Higher degree,363856,1672166025082,1672165661226,male,petAdoption-hamster,English,70223,petAdoption,2,main
4638,39,Sculpture,NA,sculpture,Higher degree,363856,1672166025082,1672165661226,male,art-drawing,English,44662,art,3,filler
4638,39,While we don't have any directly of that genre please take a look at these other titles that may have something you are looking for,NA,main,Higher degree,363856,1672166025082,1672165661226,male,books-fantasy,English,59352,books,4,main
4638,39,We don't have a vegetable pizza today. If you are vegetarian we have a cheese pizza. Is that good for you?,NA,main,Higher degree,363856,1672166025082,1672165661226,male,cafe-pizza,English,54111,cafe,5,main
4641,49,Sculpture,NA,sculpture,Did not graduate High-school,201162,1672166111327,1672165910165,female,art-painting,English,18849,art,1,filler
4641,49,I’m afraid we don’t at present,NA,main,Did not graduate High-school,201162,1672166111327,1672165910165,female,gym-yoga,English,46218,gymActivities,2,main
4641,49,Certainly,NA,main,Did not graduate High-school,201162,1672166111327,1672165910165,female,waterSport-motor,English,21445,waterSport,3,main
4641,49,No but we do have raspberry pie,NA,main,Did not graduate High-school,201162,1672166111327,1672165910165,female,cafe-pie,English,27774,cafe,4,main
4641,49,No we don’t have any Dalmatian’s at present but we have these other breeds,NA,main,Did not graduate High-school,201162,1672166111327,1672165910165,female,petAdoption-dogs,English,63925,petAdoption,5,main
4649,41,no. but we have gerbils,NA,main,Higher degree,190399,1672168663366,1672168472967,male,petAdoption-hamster,english,22039,petAdoption,1,main
4649,41,sculpture,NA,sculpture,Higher degree,190399,1672168663366,1672168472967,male,art-drawing,english,34817,art,2,filler
4649,41,no. only xbox and gameboy,NA,main,Higher degree,190399,1672168663366,1672168472967,male,electronics-console,english,21995,electronics,3,main
4649,41,it's an iguana.,NA,main,Higher degree,190399,1672168663366,1672168472967,male,zoo-reptiles,english,15345,zoo,4,main
4649,41,no. but I have an oil painting,NA,main,Higher degree,190399,1672168663366,1672168472967,male,interior-deco,english,53304,interior,5,main
4651,60,"No but we have raspberry pie, would you like that?",NA,main,Graduated High-school,201156,1672168679852,1672168478696,male,cafe-pie,English,51312,cafe,1,main
4651,60,"No, sorry. Cigarettes though, would you like those instead?",NA,main,Graduated High-school,201156,1672168679852,1672168478696,male,dutyFree-smokes,English,30234,dutyFree,2,main
4651,60,"No we haven't - we have shorts, necklaces and sweatshirts.",NA,main,Graduated High-school,201156,1672168679852,1672168478696,male,clothing-clothes,English,37411,clothing,3,main
4651,60,teacher,NA,teacher,Graduated High-school,201156,1672168679852,1672168478696,male,jobCenter-office,English,11376,jobCenter,4,filler
4651,60,"I have prepared movies, checkers and Monopoly. I may have scrabble somewhere - shall I have a look?",NA,main,Graduated High-school,201156,1672168679852,1672168478696,male,friendsActivities-boardGames,English,47828,friendsActivities,5,main
4702,54,"No, sorry, we do not, but we do have iced coffee.",NA,main,Graduated College,432511,1672237346494,1672236913983,male,bar-tea,English,71306,bar,1,main
4702,54,"No we do not have any in stock at the moment, sorry.",NA,main,Graduated College,432511,1672237346494,1672236913983,male,clothing-acc,English,67952,clothing,2,main
4702,54,classic,NA,classic,Graduated College,432511,1672237346494,1672236913983,male,music-softrock,English,33287,music,3,filler
4702,54,"No, we can't, there is no chameleon here.",NA,main,Graduated College,432511,1672237346494,1672236913983,male,zoo-reptiles,English,52600,zoo,4,main
4702,54,"No sorry, we don't stock any Playstations. Do any of these other games consoles interest you?",NA,main,Graduated College,432511,1672237346494,1672236913983,male,electronics-console,English,81871,electronics,5,main
4703,44,There is an acrobatics class which is similar to activities you would do in a gymnastics class.,NA,main,Graduated College,896341,1672237798872,1672236902531,male,kidsActivities-sports,English,52680,kidsActivities,1,main
4703,44,I don't have Netflix but I have some movies and games for us to play this evening. You won't miss Netflix trust me!,NA,main,Graduated College,896341,1672237798872,1672236902531,male,friendsActivities-videoEntertainment,English,302246,friendsActivities,2,main
4703,44,No we do not have boxing classes but we offer the following classes if these are of interest to you ?,NA,main,Graduated College,896341,1672237798872,1672236902531,male,gym-boxing,English,57279,gymActivities,3,main
4703,44,motorcycle.,NA,motorcycle,Graduated College,896341,1672237798872,1672236902531,male,carRental-moving,English,35048,carRental,4,filler
4703,44,"I'm sorry but I dont have any cookies at the moment, but I will check for you if we can offer that, I have the following items if these interest you?",NA,main,Graduated College,896341,1672237798872,1672236902531,male,dutyFree-sweets,English,255950,dutyFree,5,main
4710,47,"Hello, sorry we don't offer boxing classes but perhaps you may be interested in our kickboxing or karate classes?",NA,main,Graduated High-school,159101,1672240286434,1672240127333,female,gym-boxing,English,41168,gymActivities,1,main
4710,47,I'm so sorry we don't serve iced tea. I can recommend our iced coffee though.,NA,main,Graduated High-school,159101,1672240286434,1672240127333,female,bar-tea,English,34187,bar,2,main
4710,47,"No, how about an oil painting?",NA,main,Graduated High-school,159101,1672240286434,1672240127333,female,interior-deco,English,21264,interior,3,main
4710,47,teacher,NA,teacher,Graduated High-school,159101,1672240286434,1672240127333,female,jobCenter-engineer,English,12556,jobCenter,4,filler
4710,47,We don't but we have some great mystery and adventure novels.,NA,main,Graduated High-school,159101,1672240286434,1672240127333,female,books-fantasy,English,17913,books,5,main
4640,62,"No sir but we do rent the same family of boats, our version is the kayak",NA,main,Graduated High-school,444611,1672166112109,1672165667498,male,waterSport-muscle,English,84674,waterSport,1,main
4640,62,i have none at the moment however if you want a substitute short term then you can choose between an oil painting and photograph prints,NA,main,Graduated High-school,444611,1672166112109,1672165667498,male,interior-deco,English,127861,interior,2,main
4640,62,sculpture,NA,sculpture,Graduated High-school,444611,1672166112109,1672165667498,male,art-drawing,English,23926,art,3,filler
4640,62,"we have sold out until next weeks new stock arrives, how about a necklace but be quick as they are selling out too.",NA,main,Graduated High-school,444611,1672166112109,1672165667498,male,clothing-acc,English,77716,clothing,4,main
4640,62,not today however i can get you into a hip hop session.,NA,main,Graduated High-school,444611,1672166112109,1672165667498,male,touristInfo-clubbing,English,63969,touristInfo,5,main
4658,63,"Yes, there is. Are you interested in joining?",NA,main,Graduated High-school,303596,1672168787421,1672168483825,male,kidsActivities-sports,English,48344,kidsActivities,1,main
4658,63,sculpture,NA,sculpture,Graduated High-school,303596,1672168787421,1672168483825,male,art-drawing,English,18817,art,2,filler
4658,63,"No, I'm sorry, we are out of stock at the moment.",NA,main,Graduated High-school,303596,1672168787421,1672168483825,male,clothing-acc,English,50505,clothing,3,main
4658,63,"No, not today but we do have a hip hop DJ and live jazz music.",NA,main,Graduated High-school,303596,1672168787421,1672168483825,male,touristInfo-clubbing,English,64828,touristInfo,4,main
4658,63,"No, we don't have any watercolour paintings but we do have oil paintings, if you would like to take a look.",NA,main,Graduated High-school,303596,1672168787421,1672168483825,male,interior-deco,English,64316,interior,5,main
4659,35,"I have an agave plant and some tulips of they're any good for you, you're welcome to have them.",NA,main,Graduated College,344579,1672168821108,1672168476529,female,interior-green,English,66433,interior,1,main
4659,35,Sculpture,NA,sculpture,Graduated College,344579,1672168821108,1672168476529,female,art-painting,English,27247,art,2,filler
4659,35,We have raspberry pie which is lovely,NA,main,Graduated College,344579,1672168821108,1672168476529,female,cafe-pie,English,22059,cafe,3,main
4659,35,We have a macbook air and a desktop computer,NA,main,Graduated College,344579,1672168821108,1672168476529,female,electronics-laptop,English,22756,electronics,4,main
4659,35,We have ciggerattes,NA,main,Graduated College,344579,1672168821108,1672168476529,female,dutyFree-smokes,English,16331,dutyFree,5,main
4671,42,"Yes, we have several to choose from",NA,main,Graduated High-school,139008,1672171774501,1672171635493,female,waterSport-motor,English,29735,waterSport,1,main
4671,42,"Yes, we have a good choice of love poems",NA,main,Graduated High-school,139008,1672171774501,1672171635493,female,books-romance,English,18595,books,2,main
4671,42,"Sorry, no I don't",NA,main,Graduated High-school,139008,1672171774501,1672171635493,female,interior-green,English,27315,interior,3,main
4671,42,classic,NA,classic,Graduated High-school,139008,1672171774501,1672171635493,female,music-hardrock,English,10487,music,4,filler
4671,42,"No, but we have some great alternatives",NA,main,Graduated High-school,139008,1672171774501,1672171635493,female,kidsActivities-crafts,English,22823,kidsActivities,5,main
4673,32,Sculpture,NA,sculpture,Higher degree,210370,1672171793507,1672171583137,female,art-painting,English,17597,art,1,filler
4673,32,"The options I have for tomorrow are, a budget hotel or a bed and breakfast. Do you want to discuss pricing for those? They could be not much more than a hostel.",NA,main,Higher degree,210370,1672171793507,1672171583137,female,bookingAgency-lowClassAccommodation,English,56848,bookingAgency,2,main
4673,32,"There isn’t today, although there is a circus show. Would this be of interest to you?",NA,main,Higher degree,210370,1672171793507,1672171583137,female,touristInfo-childTheatre,English,29152,touristInfo,3,main
4673,32,We do have a book of French love letters.  Would that interest you?,NA,main,Higher degree,210370,1672171793507,1672171583137,female,books-romance,English,33464,books,4,main
4673,32,We actually have a raspberry pie today instead. Would you like to try it?,NA,main,Higher degree,210370,1672171793507,1672171583137,female,cafe-pie,English,25155,cafe,5,main
4686,51,"yes, we do",none,main,Graduated College,98759,1672237005563,1672236906804,female,waterSport-muscle,english,21832,waterSport,1,main
4686,51,"yes, we do",none,main,Graduated College,98759,1672237005563,1672236906804,female,gym-boxing,english,12934,gymActivities,2,main
4686,51,"sorry, we don't",none,main,Graduated College,98759,1672237005563,1672236906804,female,electronics-console,english,11400,electronics,3,main
4686,51,"sorry, we don't",none,main,Graduated College,98759,1672237005563,1672236906804,female,kidsActivities-sports,english,13033,kidsActivities,4,main
4686,51,motorcycle,none,motorcycle,Graduated College,98759,1672237005563,1672236906804,female,carRental-moving,english,11132,carRental,5,filler
4692,20,"Sorry, I don't think there are any chameleons! We can go to the igaunas if you want instead?",NA,main,Graduated High-school,194401,1672237099998,1672236905597,other,zoo-reptiles,English,41057,zoo,1,main
4692,20,"We don't sorry, but we do have gerbils that you might be interested in?",NA,main,Graduated High-school,194401,1672237099998,1672236905597,other,petAdoption-hamster,English,30662,petAdoption,2,main
4692,20,"We don't sorry, but we do have kickboxing instead if that's something you're interested in.",NA,main,Graduated High-school,194401,1672237099998,1672236905597,other,gym-boxing,English,30053,gymActivities,3,main
4692,20,London,NA,London,Graduated High-school,194401,1672237099998,1672236905597,other,airport-europe-UPDATED,English,11320,airport,4,filler
4692,20,"There isn't, sorry, however we do have a room in a bed-and-breakfast, a suite in a four-star hotel and an apartment that's close to the city.",NA,main,Graduated High-school,194401,1672237099998,1672236905597,other,bookingAgency-highClassAccommodation,English,53010,bookingAgency,5,main
4648,31,There are no chameleons here but let's see the amazing turtles and iguanas.,NA,main,Higher degree,175066,1672168658394,1672168483328,male,zoo-reptiles,"English, Polish",42026,zoo,1,main
4648,31,I am afraid we do not have iced tea. We do have iced coffee.,NA,main,Higher degree,175066,1672168658394,1672168483328,male,bar-tea,"English, Polish",27949,bar,2,main
4648,31,"No, we have a hip-hop night and later performance by a live jazz band.",NA,main,Higher degree,175066,1672168658394,1672168483328,male,touristInfo-clubbing,"English, Polish",32296,touristInfo,3,main
4648,31,"We have kayaks only, if that's ok?",NA,main,Higher degree,175066,1672168658394,1672168483328,male,waterSport-muscle,"English, Polish",37293,waterSport,4,main
4648,31,teacher,NA,teacher,Higher degree,175066,1672168658394,1672168483328,male,jobCenter-engineer,"English, Polish",18966,jobCenter,5,filler
4650,47,"No, sorry we don't have that today.",NA,main,Higher degree,202445,1672168673782,1672168471337,female,cafe-pizza,English,32586,cafe,1,main
4650,47,motorcycle,NA,motorcycle,Higher degree,202445,1672168673782,1672168471337,female,carRental-moving,English,19291,carRental,2,filler
4650,47,"No, but I do have an oil painting you could have.",NA,main,Higher degree,202445,1672168673782,1672168471337,female,interior-deco,English,36170,interior,3,main
4650,47,"No, how about we watch a movie instead?",NA,main,Higher degree,202445,1672168673782,1672168471337,female,friendsActivities-videoEntertainment,English,30243,friendsActivities,4,main
4650,47,"No, we do kickboxing if that is of interest?",NA,main,Higher degree,202445,1672168673782,1672168471337,female,gym-boxing,English,33765,gymActivities,5,main
4685,27,Sculpture,NA,sculpture,Graduated College,95714,1672237002197,1672236906483,male,art-drawing,English,15774,art,1,filler
4685,27,"No, but we do have gingerbread.",NA,main,Graduated College,95714,1672237002197,1672236906483,male,dutyFree-sweets,English,13701,dutyFree,2,main
4685,27,"We have gerbils, if you prefer?",NA,main,Graduated College,95714,1672237002197,1672236906483,male,petAdoption-hamster,English,14562,petAdoption,3,main
4685,27,"No, how about an Xbox?",NA,main,Graduated College,95714,1672237002197,1672236906483,male,electronics-console,English,11022,electronics,4,main
4685,27,"Kayaks, pedal boats and water ski equipment, but no canoes.",NA,main,Graduated College,95714,1672237002197,1672236906483,male,waterSport-muscle,English,19997,waterSport,5,main
4690,50,"I don't, but I do have a morning flight to Barcelona with connections to other airports.",NA,London,Graduated College,183296,1672237089401,1672236906105,male,airport-europe-UPDATED,English,42250,airport,1,filler
4690,50,"I'm afraid not, only iced coffee.",NA,main,Graduated College,183296,1672237089401,1672236906105,male,bar-tea,English,16200,bar,2,main
4690,50,Not at the moment. We do offer kickboxing classes though if that might interest you?,NA,main,Graduated College,183296,1672237089401,1672236906105,male,gym-boxing,English,26939,gymActivities,3,main
4690,50,"No, I'm afraid not.",NA,main,Graduated College,183296,1672237089401,1672236906105,male,clothing-acc,English,15587,clothing,4,main
4690,50,I'm afraid not. I can offer you a suite in a four-star hotel though.,NA,main,Graduated College,183296,1672237089401,1672236906105,male,bookingAgency-highClassAccommodation,English,37717,bookingAgency,5,main
4708,36,"No, but we have gerbils.",NA,main,Graduated High-school,145436,1672240271362,1672240125926,male,petAdoption-hamster,English,23376,petAdoption,1,main
4708,36,"No, but I can make you one.",NA,main,Graduated High-school,145436,1672240271362,1672240125926,male,interior-deco,English,23864,interior,2,main
4708,36,"No, but how about a suite in a four star hotel?",NA,main,Graduated High-school,145436,1672240271362,1672240125926,male,bookingAgency-highClassAccommodation,English,28576,bookingAgency,3,main
4708,36,"No, we have karate and kickboxing though.",NA,main,Graduated High-school,145436,1672240271362,1672240125926,male,gym-boxing,English,21759,gymActivities,4,main
4708,36,motorcycle,NA,motorcycle,Graduated High-school,145436,1672240271362,1672240125926,male,carRental-moving,English,12552,carRental,5,filler
4709,24,sculpture,NA,sculpture,Graduated High-school,156644,1672240277181,1672240120537,male,art-drawing,NA,19065,art,1,filler
4709,24,"Unfortunately not, but we do have gingerbread available.",NA,main,Graduated High-school,156644,1672240277181,1672240120537,male,dutyFree-sweets,NA,35238,dutyFree,2,main
4709,24,"We don't have any hamsters, sadly. However, we do have gerbils if that is okay?",NA,main,Graduated High-school,156644,1672240277181,1672240120537,male,petAdoption-hamster,NA,27612,petAdoption,3,main
4709,24,"We don't have any psychological thrillers in at the moment, but we have some adventure novels as well as mystery novels that you might like.",NA,main,Graduated High-school,156644,1672240277181,1672240120537,male,books-fantasy,NA,32395,books,4,main
4709,24,We don't offer boxing classes but we do offer kickboxing classes.,NA,main,Graduated High-school,156644,1672240277181,1672240120537,male,gym-boxing,NA,22418,gymActivities,5,main
4724,43,"I’m sorry, we don’t stock those at present.",NA,main,Graduated College,238749,1672240365099,1672240126350,female,clothing-acc,English,48175,clothing,1,main
4724,43,"Sorry, we don’t have iced tea, but we do serve a refreshing iced coffee.",NA,main,Graduated College,238749,1672240365099,1672240126350,female,bar-tea,English,44089,bar,2,main
4724,43,teacher,NA,teacher,Graduated College,238749,1672240365099,1672240126350,female,jobCenter-engineer,English,20290,jobCenter,3,filler
4724,43,"Sorry, no veggie pizza today but there is cheese pizza.",NA,main,Graduated College,238749,1672240365099,1672240126350,female,cafe-pizza,English,34823,cafe,4,main
