submission_id,age,comments,correct_response,education,experiment_duration,experiment_end_time,experiment_start_time,gender,languages,responseTime,settingName,trialNr,trial_type,itemName,answer,category,response_option,option_category,new_category
4723,32,,main,Graduated College,235583,1672240357967,1672240122384,female,English,46891,clothing,3,main,clothing-acc,"We don't right now, but if it's jewellery you're after then our necklace section is just over here",competitor,necklace,competitor,competitor
4723,32,,main,Graduated College,235583,1672240357967,1672240122384,female,English,55890,electronics,4,main,electronics-console,"We don't, would you be interested in an Xbox?",competitor,Xbox,competitor,competitor
4723,32,,main,Graduated College,235583,1672240357967,1672240122384,female,English,44331,friendsActivities,5,main,friendsActivities-videoEntertainment,I've got some movies lined up for us to check out,competitor,movie,competitor,competitor
4726,53,,main,Graduated College,245193,1672240385441,1672240140248,male,English,40515,bar,1,main,bar-tea,"I'm sorry, we don't but we serve iced coffee",competitor,iced coffee,competitor,competitor
4726,53,,main,Graduated College,245193,1672240385441,1672240140248,male,English,35490,friendsActivities,5,main,friendsActivities-videoEntertainment,"No, but I have movies lined up for us to choose from.",competitor,movie,competitor,competitor
4731,51,,main,Graduated High-school,312396,1672240431558,1672240119162,female,English,62137,touristInfo,2,main,touristInfo-clubbing,There is a club event but it is playing hip hop music should this be of interest to you.,competitor,hip hop DJ,competitor,competitor
4731,51,,main,Graduated High-school,312396,1672240431558,1672240119162,female,English,27672,bar,4,main,bar-tea,No not today.  May I interest you in an iced coffee?,competitor,iced coffee,competitor,competitor
4741,63,All worked fine,main,Graduated High-school,462786,1672240717892,1672240255106,male,English,50083,friendsActivities,1,main,friendsActivities-boardGames,Sure we have scrabble. Lets see who prefers to to Monopoly.,competitor,Monopoly,competitor,competitor
4741,63,All worked fine,main,Graduated High-school,462786,1672240717892,1672240255106,male,English,108372,gymActivities,3,main,gym-yoga,"I'm sorry we don't offer Yoga currently, but our pilates classes are very popular as it is seen as the next big thing. Are you interested in the social or technical aspects?",competitor,pilates,competitor,competitor
4753,29,,main,Graduated College,214327,1672243942307,1672243727980,male,English,62825,bookingAgency,3,main,bookingAgency-lowClassAccommodation,No sorry but we have availibility at a budget hotel?,competitor,budget hotel,competitor,competitor
4753,29,,main,Graduated College,214327,1672243942307,1672243727980,male,English,31839,touristInfo,4,main,touristInfo-childTheatre,No but there is a circus show happening if you are intrested?,competitor,circus,competitor,competitor
4753,29,,main,Graduated College,214327,1672243942307,1672243727980,male,English,37357,petAdoption,5,main,petAdoption-dogs,No sorry but we have golden retrievers if you would like to take a look?,competitor,golden retriever,competitor,competitor
4667,34,thanks,main,Did not graduate High-school,150388,1672171729239,1672171578851,female,english,38993,friendsActivities,1,main,friendsActivities-boardGames,"I don't but we do have monopoly, would that be ok instead?",competitor,Monopoly,competitor,competitor
4667,34,thanks,main,Did not graduate High-school,150388,1672171729239,1672171578851,female,english,29850,cafe,4,main,cafe-pie,I  could offer you raspberry pie instead?,competitor,raspberry pie,competitor,competitor
4668,31,,main,Graduated College,162355,1672171740950,1672171578595,female,English,34900,kidsActivities,1,main,kidsActivities-sports,"Unfortuantely not, however we have acrobatics, which is similar to gymnastics",competitor,acrobatics,competitor,competitor
4668,31,,main,Graduated College,162355,1672171740950,1672171578595,female,English,18157,electronics,2,main,electronics-console,"No playstations sorry, we do have an Xbox which is similar",competitor,Xbox,competitor,competitor
4677,33,an actual enjoyable survey. thanks! :),main,Graduated College,332258,1672171893603,1672171561345,other,English,74771,bookingAgency,1,main,bookingAgency-highClassAccommodation,"no, I'm sorry, that is not available, but we do have a four star hotel option open.",competitor,four-star hotel,competitor,competitor
4677,33,an actual enjoyable survey. thanks! :),main,Graduated College,332258,1672171893603,1672171561345,other,English,26030,interior,5,main,interior-deco,"I don't, but I do have an oil painting.",competitor,oil painting,competitor,competitor
4699,58,,main,Graduated College,369913,1672237275084,1672236905171,female,English,62735,waterSport,2,main,waterSport-muscle,Sorry we dont but i can offer you a kayak which is very similar.,competitor,kayak,competitor,competitor
4699,58,,main,Graduated College,369913,1672237275084,1672236905171,female,English,81888,interior,4,main,interior-deco,I dont but would let you have a very nice oil painting now or perhaps paint you a watercolour in the next few weeks.,competitor,oil painting,competitor,competitor
4716,24,,main,Higher degree,204818,1672240331817,1672240126999,female,english,24544,gymActivities,3,main,gym-boxing,we offer kick-boxing classes but not boxing classes unfortunately,competitor,kickboxing,competitor,competitor
4730,30,,main,Higher degree,280125,1672240409731,1672240129606,female,English,31791,bar,2,main,bar-tea,"Unfortunately no we don't, but we do have iced coffee",competitor,iced coffee,competitor,competitor
4730,30,,main,Higher degree,280125,1672240409731,1672240129606,female,English,48877,interior,3,main,interior-deco,"I don't have anyy water colour paintings, but I do have an oil painting if you'd like to see it?",competitor,oil painting,competitor,competitor
4734,40,,main,Higher degree,394492,1672240506248,1672240111756,male,english,25625,cafe,5,main,cafe-pie,We don't but we do have a delicious raspberry pie,competitor,raspberry pie,competitor,competitor
4675,30,,main,Graduated High-school,292624,1672171866639,1672171574015,female,English,25668,cafe,3,main,cafe-pie,No sorry we only have raspberry pie available.,competitor,raspberry pie,competitor,competitor
4682,56,Thank you,main,Graduated College,534728,1672172136788,1672171602060,male,English,94080,petAdoption,4,main,petAdoption-hamster,"I’m sorry we don’t at the moment but, we do have gerbils. They’re similar but easier to look after.",competitor,gerbil,competitor,competitor
4689,30,,main,Graduated High-school,173006,1672237066240,1672236893234,female,English,25197,kidsActivities,3,main,kidsActivities-sports,"No, but there's acrobatics",competitor,acrobatics,competitor,competitor
4689,30,,main,Graduated High-school,173006,1672237066240,1672236893234,female,English,56033,zoo,4,main,zoo-reptiles,"There's no chameleons, let's see iguanas instead",competitor,iguana,competitor,competitor
4694,25,i enjoyed this id like to do more like this,main,Graduated High-school,213829,1672237113708,1672236899879,female,English,33920,electronics,1,main,electronics-laptop,"no, unfortunatley we only have a Macbook Air in stock at the moment",competitor,MacBook Air,competitor,competitor
4694,25,i enjoyed this id like to do more like this,main,Graduated High-school,213829,1672237113708,1672236899879,female,English,35903,bar,5,main,bar-whiteWine,sadly we have no sauvignon blanc in at the moment but we do offer a lovely chardonnay,competitor,Chardonnay,competitor,competitor
4695,41,,main,Graduated College,250508,1672237158920,1672236908412,male,English,36855,interior,1,main,interior-green,"Unfortunately I don't have Aloe Vera, but I do have an agave plant you might like.",competitor,agave,competitor,competitor
4695,41,,main,Graduated College,250508,1672237158920,1672236908412,male,English,31492,books,2,main,books-romance,"We have books of French love letters, some of these may contain poems. you may find them interesting.",competitor,French love letters,competitor,competitor
4695,41,,main,Graduated College,250508,1672237158920,1672236908412,male,English,38836,touristInfo,4,main,touristInfo-childTheatre,"There is a circus show today which is suitable for children, but no theatre I'm afraid.",competitor,circus,competitor,competitor
4700,36,,main,Graduated College,361322,1672237280621,1672236919299,female,English,79828,touristInfo,1,main,touristInfo-childTheatre,No but there is a circus show?,competitor,circus,competitor,competitor
4700,36,,main,Graduated College,361322,1672237280621,1672236919299,female,English,73846,dutyFree,3,main,dutyFree-smokes,No but we sell cigarettes?,competitor,cigarettes,competitor,competitor
4700,36,,main,Graduated College,361322,1672237280621,1672236919299,female,English,47885,bar,4,main,bar-whiteWine,"Unfortunately not, but we do have Chardonnay?",competitor,Chardonnay,competitor,competitor
4700,36,,main,Graduated College,361322,1672237280621,1672236919299,female,English,54707,electronics,5,main,electronics-laptop,No but we do have a MacBook Air?,competitor,MacBook Air,competitor,competitor
4701,20,,main,Graduated High-school,401872,1672237308802,1672236906930,male,English,71084,bookingAgency,5,main,bookingAgency-highClassAccommodation,We do not have a five star hotel available for tomorrow night but there is a four star suite in a hotel nearby,competitor,four-star hotel,competitor,competitor
4681,29,,main,Graduated High-school,245085,1672172087584,1672171842499,male,English,107781,interior,1,main,interior-deco,"No I don't, but I do have an oil painting",competitor,oil painting,competitor,competitor
4681,29,,main,Graduated High-school,245085,1672172087584,1672171842499,male,English,31248,gymActivities,2,main,gym-boxing,We do offer kickboxing classes here.,competitor,kickboxing,competitor,competitor
4681,29,,main,Graduated High-school,245085,1672172087584,1672171842499,male,English,39435,electronics,5,main,electronics-console,"No we don't sorry, we do have an xbox though, would this be ok?",competitor,Xbox,competitor,competitor
4684,67,none,main,Higher degree,431656,1672172747943,1672172316287,female,English,61069,interior,3,main,interior-green,No but would you consider an agave?,competitor,agave,competitor,competitor
4688,34,,main,Graduated College,143033,1672237050935,1672236907902,female,English,37264,bookingAgency,2,main,bookingAgency-highClassAccommodation,"No there isn't, sorry, but there is a suite in a four star hotel.",competitor,four-star hotel,competitor,competitor
4707,38,,main,Graduated College,119012,1672240246245,1672240127233,male,,18416,cafe,4,main,cafe-pizza,"Yes, we have cheese pizza.",competitor,cheese,competitor,competitor
4719,34,Nil,main,Higher degree,212503,1672240338178,1672240125675,female,english,32777,cafe,1,main,cafe-pizza,No we don't but you might like to try the cheese pizza?,competitor,cheese,competitor,competitor
4722,76,,main,Graduated College,221967,1672240350422,1672240128455,female,English,39638,bar,1,main,bar-whiteWine,"No sorry, But the Chardonnay is very good",competitor,Chardonnay,competitor,competitor
4722,76,,main,Graduated College,221967,1672240350422,1672240128455,female,English,37625,electronics,2,main,electronics-laptop,We don't but have you considered a MacBook Air instead?,competitor,MacBook Air,competitor,competitor
4722,76,,main,Graduated College,221967,1672240350422,1672240128455,female,English,40644,touristInfo,4,main,touristInfo-childTheatre,Not a theatre performance but they will love the Circus which starts shortly,competitor,circus,competitor,competitor
4725,40,,main,Higher degree,249426,1672240369811,1672240120385,female,english,76706,waterSport,5,main,waterSport-muscle,No we don't have canoes but we do have kayaks which are pretty similar although they are closed boat and have a slightly different padle,competitor,kayak,competitor,competitor
4691,47,,main,Graduated College,186240,1672237092189,1672236905949,male,,31038,cafe,1,main,cafe-pie,We have raspberry pie,competitor,raspberry pie,competitor,competitor
4691,47,,main,Graduated College,186240,1672237092189,1672236905949,male,,39659,electronics,3,main,electronics-laptop,"We have a Macbook Air, will that interest you?",competitor,MacBook Air,competitor,competitor
4729,24,,main,Graduated High-school,264807,1672240412648,1672240147841,male,English,50194,kidsActivities,3,main,kidsActivities-sports,"We don't have a gymnastics class, but we do have an acrobatics class. Would you like to sign up for that?",competitor,acrobatics,competitor,competitor
4729,24,,main,Graduated High-school,264807,1672240412648,1672240147841,male,English,33401,gymActivities,4,main,gym-boxing,"No, but we do offer kickboxing classes. Would you be interested in signing up for the kickboxing classes?",competitor,kickboxing,competitor,competitor
4696,33,,main,Higher degree,264941,1672237175619,1672236910678,female,English,46607,cafe,4,main,cafe-pizza,We do have cheese pizza available.,competitor,cheese,competitor,competitor
4696,33,,main,Higher degree,264941,1672237175619,1672236910678,female,English,69761,clothing,5,main,clothing-acc,"We do not have any earrings in stock at the moment. If you're interested in jewellery though, we do have some necklacke's.",competitor,necklace,competitor,competitor
4697,57,,main,Graduated College,291393,1672237238869,1672236947476,male,English,49641,zoo,3,main,zoo-reptiles,"The chameleon is hiding, let's go and see if he is in with the iguanas",competitor,iguana,competitor,competitor
4697,57,,main,Graduated College,291393,1672237238869,1672236947476,male,English,34658,bar,4,main,bar-tea,"Sorry no iced tea, but our iced coffee is really popular",competitor,iced coffee,competitor,competitor
4698,58,,main,Graduated College,295519,1672237210045,1672236914526,male,english,55752,touristInfo,4,main,touristInfo-clubbing,Well do you class a club event with a hip hop DJ as electronic?,competitor,hip hop DJ,competitor,competitor
4745,32,,main,Higher degree,1448945,1672241577263,1672240128318,male,English,63218,cafe,1,main,cafe-pie,Unfortunately we don't have raspberry cake but we have raspberry pie if you are interested to try.,competitor,raspberry pie,competitor,competitor
4745,32,,main,Higher degree,1448945,1672241577263,1672240128318,male,English,1076593,bar,2,main,bar-whiteWine,Apologies we don't have Sauvignon Blanc but if you like a glass of white wine we have Chardonnay in our bar.,competitor,Chardonnay,competitor,competitor
4745,32,,main,Higher degree,1448945,1672241577263,1672240128318,male,English,88773,touristInfo,5,main,touristInfo-childTheatre,Sorry no theater performance for children today. There is a circus show if you are interested,competitor,circus,competitor,competitor
4766,30,,main,Higher degree,663522,1672244426512,1672243762990,male,English,145001,books,1,main,books-romance,Yes i do. I have books of French love letters written in poems,competitor,French love letters,competitor,competitor
4766,30,,main,Higher degree,663522,1672244426512,1672243762990,male,English,80924,dutyFree,2,main,dutyFree-smokes,"Yes, i sell Cigarettes",competitor,cigarettes,competitor,competitor
4711,38,,main,Graduated College,171437,1672240296548,1672240125111,male,English,25618,friendsActivities,1,main,friendsActivities-boardGames,"No, i have Monopoly though",competitor,Monopoly,competitor,competitor
4711,38,,main,Graduated College,171437,1672240296548,1672240125111,male,English,28266,bar,2,main,bar-whiteWine,"No, our wine choice is Chardonnay",competitor,Chardonnay,competitor,competitor
4712,27,,main,Higher degree,175776,1672240302383,1672240126607,female,English,25459,bar,3,main,bar-tea,No we have iced coffee though.,competitor,iced coffee,competitor,competitor
4712,27,,main,Higher degree,175776,1672240302383,1672240126607,female,English,29509,gymActivities,5,main,gym-boxing,No we have kickboxing classes only.,competitor,kickboxing,competitor,competitor
4717,55,,main,Higher degree,197577,1672240332052,1672240134475,female,English,34488,dutyFree,2,main,dutyFree-smokes,"Unfortunately, we do not sell cigars, but we do have cigarettes for sale.",competitor,cigarettes,competitor,competitor
4717,55,,main,Higher degree,197577,1672240332052,1672240134475,female,English,42076,interior,3,main,interior-green,"I do not have an aloe vera plant right now, but I do have an agave plant. Would you be interested in that instead?",competitor,agave,competitor,competitor
4717,55,,main,Higher degree,197577,1672240332052,1672240134475,female,English,32617,bar,5,main,bar-whiteWine,I’m sorry.  The only wine was have right now is Chardonnay.  Would you like a glass of that?,competitor,Chardonnay,competitor,competitor
4718,38,,main,Graduated High-school,194962,1672240333851,1672240138889,male,English,52845,bookingAgency,1,main,bookingAgency-lowClassAccommodation,No but we do have a cheap bed and breakfast available,competitor,bed-and-breakfast,competitor,competitor
4738,31,,main,Graduated High-school,112630,1672240553614,1672240440984,female,English,16921,bar,1,main,bar-whiteWine,We serve Chardonnay if that is any good to you.,competitor,Chardonnay,competitor,competitor
4738,31,,main,Graduated High-school,112630,1672240553614,1672240440984,female,English,24383,waterSport,2,main,waterSport-motor,We rent water ski equipment,competitor,water ski equipment,competitor,competitor
4738,31,,main,Graduated High-school,112630,1672240553614,1672240440984,female,English,13768,dutyFree,3,main,dutyFree-smokes,"We dont, we do have cigarettes for sale.",competitor,cigarettes,competitor,competitor
4714,29,,main,Higher degree,180206,1672240318791,1672240138585,female,English,19708,petAdoption,4,main,petAdoption-hamster,We do not have hamsters but we have gerbils,competitor,gerbil,competitor,competitor
4735,42,,main,Graduated High-school,389836,1672240523325,1672240133489,male,English,25187,gymActivities,4,main,gym-boxing,"Sorry, we do not offer boxing classes. We do, however offer kickboxing classes.",competitor,kickboxing,competitor,competitor
4743,55,,main,Graduated High-school,670232,1672240799995,1672240129763,male,english,148381,bar,2,main,bar-whiteWine,"No madam but I have a delicious Chardonnay that would brighten anyone's day , would you care to sample some?",competitor,Chardonnay,competitor,competitor
4743,55,,main,Graduated High-school,670232,1672240799995,1672240129763,male,english,130194,petAdoption,3,main,petAdoption-dogs,I'm afraid not but we do have the cutest golden retriever that is looking for a loving home would you like to meet him?,competitor,golden retriever,competitor,competitor
4761,41,,main,Graduated College,284164,1672244039324,1672243755160,male,english,28676,electronics,2,main,electronics-laptop,I do have a macbook.,competitor,MacBook Air,competitor,competitor
4761,41,,main,Graduated College,284164,1672244039324,1672243755160,male,english,39285,friendsActivities,4,main,friendsActivities-boardGames,"No I don't, but I have monopoly.",competitor,Monopoly,competitor,competitor
4721,27,,main,Higher degree,222618,1672240345239,1672240122621,female,"English, French",42314,gymActivities,1,main,gym-boxing,"Yes, we do offer kickboxing classes. Would you be interested in learning more about these?",competitor,kickboxing,competitor,competitor
4721,27,,main,Higher degree,222618,1672240345239,1672240122621,female,"English, French",46511,touristInfo,4,main,touristInfo-clubbing,"Not with electronic music, but there is a club event with a hip hop DJ",competitor,hip hop DJ,competitor,competitor
4721,27,,main,Higher degree,222618,1672240345239,1672240122621,female,"English, French",32032,interior,5,main,interior-deco,Not watercolour but I do have an oil painting if that interests you,competitor,oil painting,competitor,competitor
4737,69,,main,Graduated College,415692,1672240553259,1672240137567,male,English,100690,books,1,main,books-fantasy,I have some mystery novels which I think you will love.,competitor,mystery,competitor,competitor
4737,69,,main,Graduated College,415692,1672240553259,1672240137567,male,English,60232,gymActivities,3,main,gym-boxing,No….but we have some great kickboxing classes that I think you will love.,competitor,kickboxing,competitor,competitor
4737,69,,main,Graduated College,415692,1672240553259,1672240137567,male,English,52095,bar,4,main,bar-tea,No…..but I have some iced coffee which is the best in town….you will love it.,competitor,iced coffee,competitor,competitor
4737,69,,main,Graduated College,415692,1672240553259,1672240137567,male,English,79884,waterSport,5,main,waterSport-muscle,We rent kayaks which I am sure you will be happy with.,competitor,kayak,competitor,competitor
4739,38,,main,Graduated College,511041,1672240637108,1672240126067,female,English,24101,petAdoption,5,main,petAdoption-hamster,"No, we have gerbils though which are similar to hamsters.",competitor,gerbil,competitor,competitor
4760,46,,main,Graduated High-school,303237,1672244035387,1672243732150,male,English,42894,bar,3,main,bar-whiteWine,No but i hVe a fantastic chardonnay,competitor,Chardonnay,competitor,competitor
4760,46,,main,Graduated High-school,303237,1672244035387,1672243732150,male,English,48708,gymActivities,4,main,gym-yoga,No but pilates may interest you,competitor,pilates,competitor,competitor
4727,36,,main,Graduated High-school,186614,1672240399192,1672240212578,male,English,39119,clothing,3,main,clothing-acc,"I'm sorry we don't, we do have necklaces though if you're interested?",competitor,necklace,competitor,competitor
4727,36,,main,Graduated High-school,186614,1672240399192,1672240212578,male,English,35744,interior,4,main,interior-deco,"I'm sorry I don't, but i do have an oil painting",competitor,oil painting,competitor,competitor
4727,36,,main,Graduated High-school,186614,1672240399192,1672240212578,male,English,22433,friendsActivities,5,main,friendsActivities-videoEntertainment,No but I do have some movies,competitor,movie,competitor,competitor
4750,30,,main,Graduated College,132518,1672243858741,1672243726223,male,English,18836,books,2,main,books-romance,"No, but we have books of French love letters!",competitor,French love letters,competitor,competitor
4751,28,,main,Graduated College,147153,1672243869023,1672243721870,male,English,18605,books,2,main,books-romance,"No, but we do have a book on French love letters.
",competitor,French love letters,competitor,competitor
4751,28,,main,Graduated College,147153,1672243869023,1672243721870,male,English,16779,dutyFree,3,main,dutyFree-smokes,Unfortunately not but we do sell cigarettes.,competitor,cigarettes,competitor,competitor
4756,26,,main,Graduated College,227328,1672243962813,1672243735485,female,English,48530,touristInfo,1,main,touristInfo-clubbing,"There is a club event today with a hip hop DJ, not electronic music I'm afraid.",competitor,hip hop DJ,competitor,competitor
4756,26,,main,Graduated College,227328,1672243962813,1672243735485,female,English,29308,books,5,main,books-fantasy,"Sadly not, we do have an excellent selection of mystery novels available though - would that interest you?",competitor,mystery,competitor,competitor
4736,27,,main,Graduated High-school,420516,1672240544516,1672240124000,male,English,60201,electronics,2,main,electronics-laptop,"Sorry no, we don't. we only have a MacBook Air",competitor,MacBook Air,competitor,competitor
4742,42,,main,Graduated High-school,221861,1672240750257,1672240528396,male,English,32466,cafe,2,main,cafe-pie,We currently do not have raspberry cake but we do have raspberry pie.,competitor,raspberry pie,competitor,competitor
4747,18,,main,Graduated High-school,104759,1672243832867,1672243728108,male,english,17488,touristInfo,4,main,touristInfo-clubbing,no but there is with a hip hop DJ,competitor,hip hop DJ,competitor,competitor
4747,18,,main,Graduated High-school,104759,1672243832867,1672243728108,male,english,11946,bar,5,main,bar-tea,no but we have iced coffee,competitor,iced coffee,competitor,competitor
4757,57,,main,Graduated College,233601,1672243964113,1672243730512,female,English,70645,books,1,main,books-romance,We don’t have a love poem but we do have a book of French love letters if that’s any use to you?,competitor,French love letters,competitor,competitor
4757,57,,main,Graduated College,233601,1672243964113,1672243730512,female,English,36709,zoo,2,main,zoo-xl,Shall we go and look at the lion? That’s the closest thing to a tiger they have here today.,competitor,lion,competitor,competitor
4757,57,,main,Graduated College,233601,1672243964113,1672243730512,female,English,29034,touristInfo,4,main,touristInfo-childTheatre,We have a circus show that would be suitable for children.,competitor,circus,competitor,competitor
4748,24,,main,Graduated College,106734,1672243838314,1672243731580,male,English,26761,kidsActivities,4,main,kidsActivities-crafts,There isn't but I bet you would love the painting class!,competitor,watercolor painting,competitor,competitor
4752,54,,main,Graduated High-school,196276,1672243936719,1672243740443,male,English,30548,electronics,2,main,electronics-console,"I'm sorry, no, we don't have one in stock at the moment. Are you interested in an Xbox?",competitor,Xbox,competitor,competitor
4752,54,,main,Graduated High-school,196276,1672243936719,1672243740443,male,English,34584,petAdoption,3,main,petAdoption-hamster,"I'm sorry, no, we don't have any at the moment. Would you consider a gerbil?",competitor,gerbil,competitor,competitor
4752,54,,main,Graduated High-school,196276,1672243936719,1672243740443,male,English,25182,bar,5,main,bar-tea,"I'm sorry, no, we have iced coffee but no iced tea.",competitor,iced coffee,competitor,competitor
4759,39,,main,Graduated College,268729,1672243997648,1672243728919,female,English,35817,gymActivities,1,main,gym-boxing,"No, but we offer kickboxing lessons.",competitor,kickboxing,competitor,competitor
4759,39,,main,Graduated College,268729,1672243997648,1672243728919,female,English,40245,touristInfo,3,main,touristInfo-clubbing,There is a club event with a hip hop DJ.,competitor,hip hop DJ,competitor,competitor
4759,39,,main,Graduated College,268729,1672243997648,1672243728919,female,English,74553,kidsActivities,4,main,kidsActivities-sports,"No, but there is an acrobatics class.",competitor,acrobatics,competitor,competitor
4755,29,,main,Graduated College,219635,1672243949575,1672243729940,female,English,49493,interior,2,main,interior-green,No but we have an agave plant,competitor,agave,competitor,competitor
4755,29,,main,Graduated College,219635,1672243949575,1672243729940,female,English,35932,bar,3,main,bar-whiteWine,No but we have chardonnay,competitor,Chardonnay,competitor,competitor
4762,66,,main,Higher degree,393355,1672244129375,1672243736020,male,English,98638,books,3,main,books-fantasy,Sorry no but I do have some mystery novels if they would be any good,competitor,mystery,competitor,competitor
4762,66,,main,Higher degree,393355,1672244129375,1672243736020,male,English,52171,cafe,5,main,cafe-pizza,the only pizza I have is a cheese pizza if that would do,competitor,cheese,competitor,competitor
4758,27,,main,Graduated College,232156,1672243966180,1672243734024,male,English,40320,books,2,main,books-fantasy,"You may find our mystery novels to be your liking, but, if not, I do have a few recommendations you may find elsewhere.",competitor,mystery,competitor,competitor
4758,27,,main,Graduated College,232156,1672243966180,1672243734024,male,English,48488,gymActivities,4,main,gym-boxing,"Unfortunately not, but, may I interest you in some of our top of the range kickboxing classes? You may find that it gives you the adrenaline rush - and fitness regime - that you're looking for.",competitor,kickboxing,competitor,competitor
4765,35,,main,Graduated College,205041,1672244285138,1672244080097,male,English,76969,interior,1,main,interior-deco,"No, i have an oil painting though",competitor,oil painting,competitor,competitor
4765,35,,main,Graduated College,205041,1672244285138,1672244080097,male,English,48639,touristInfo,4,main,touristInfo-clubbing,"no, there is a hip-hop dj though",competitor,hip hop DJ,competitor,competitor
4765,35,,main,Graduated College,205041,1672244285138,1672244080097,male,English,22881,petAdoption,5,main,petAdoption-hamster,"No, we have gerbils",competitor,gerbil,competitor,competitor
4764,35,,main,Graduated College,511266,1672244258996,1672243747730,female,English,89432,bookingAgency,2,main,bookingAgency-highClassAccommodation,Unfortunatly we don't but I can offer you a suite in a 4 star hotel.,competitor,four-star hotel,competitor,competitor
4764,35,,main,Graduated College,511266,1672244258996,1672243747730,female,English,78827,zoo,3,main,zoo-reptiles,Well we can go the the iguanas and ask the people who look after them if we can see the chameleon.,competitor,iguana,competitor,competitor
4639,33,,main,Graduated College,430559,1672166107088,1672165676529,male,"English, Yoruba",74124,gymActivities,1,main,gym-yoga,"No, we do not offer yoga classes, we only offer pilates class, kickboxing, and zumba classes.",fullList,"pilates, zumba, kickboxing","competitor, sameCategory, otherCategory",fullList
4664,51,thanks,main,Higher degree,451527,1672169690783,1672169239256,male,English,124168,petAdoption,1,main,petAdoption-dogs,"""I am sorry, but all I have at the moment are golden retrievers, chihuahuas and a gerbil named Fred""",fullList,"golden retriever, chihuahua, gerbil","competitor, sameCategory, otherCategory",fullList
4664,51,thanks,main,Higher degree,451527,1672169690783,1672169239256,male,English,63694,dutyFree,4,main,dutyFree-smokes,"""Sorry we do not do cigars. All we have are gingerbread, gin and cigarettes""",fullList,"cigarettes, gin, gingerbread","competitor, sameCategory, otherCategory",fullList
4664,51,thanks,main,Higher degree,451527,1672169690783,1672169239256,male,English,73816,cafe,5,main,cafe-pie,"""Sorry, I only have raspberry pie, but I can offer you a cheesy pizza or chocolate cookie""",fullList,"raspberry pie, cheese pizza, chocolate cookies","competitor, sameCategory, otherCategory",fullList
4615,21,I think just make the  font size a little bit bigger,main,Higher degree,164587,1672164847535,1672164682948,female,English,48902,kidsActivities,1,main,kidsActivities-crafts,"No hun, there is no pottery class but there are acrobatics, watercolor painting and carpentry classes",fullList,"watercolor painting, carpentry, acrobatics","competitor, sameCategory, otherCategory",fullList
4615,21,I think just make the  font size a little bit bigger,main,Higher degree,164587,1672164847535,1672164682948,female,English,32392,bar,2,main,bar-whiteWine,"Unfortunately we do not. However we do have iced coffee, chardonnay and  craft beer.",fullList,"Chardonnay, craft beer, iced coffee","competitor, sameCategory, otherCategory",fullList
4615,21,I think just make the  font size a little bit bigger,main,Higher degree,164587,1672164847535,1672164682948,female,English,21199,waterSport,4,main,waterSport-motor,"No sorry we only offer rubber dinghies, water ski equipment and kayaks.",fullList,"water ski equipment, rubber dinghies, kayak","competitor, sameCategory, otherCategory",fullList
4617,24,,main,Graduated College,183518,1672164871173,1672164687655,female,"English, Japanese",32921,kidsActivities,4,main,kidsActivities-sports,"Sorry, we don't have gymnastics, but why don't you give acrobatics or karate a go? Or we have watercolour painting as well.",fullList,"acrobatics, karate, watercolor painting","competitor, sameCategory, otherCategory",fullList
4633,40,,main,Graduated College,200187,1672165880913,1672165680726,male,English,66245,touristInfo,2,main,touristInfo-clubbing,"No, but there is a hip hop show, a circus show and a jazz show",fullList,"jazz, circus show, hip hop DJ","competitor, sameCategory, otherCategory",fullList
4644,58,,main,Graduated College,272968,1672167891866,1672167618898,male,English,51042,electronics,1,main,electronics-console,"No we do not but we have an Xbox, a game boy and a MacBook air",fullList,"Xbox, MacBook Air, Gameboy","competitor, sameCategory, otherCategory",fullList
4644,58,,main,Graduated College,272968,1672167891866,1672167618898,male,English,56228,gymActivities,3,main,gym-boxing,"No we do not but would you like to try kickboxing, karate or even some pilates",fullList,"kickboxing, karate, pilates","competitor, sameCategory, otherCategory",fullList
4660,38,,main,Graduated College,340022,1672168822320,1672168482298,male,English,164492,bookingAgency,1,main,bookingAgency-highClassAccommodation,"No but we have an apartment close to the city, a room in a bed and breakfast and a suite in a four-star hotel available.",fullList,"four-star hotel, bed-and-breakfast, apartment","competitor, sameCategory, otherCategory",fullList
4660,38,,main,Graduated College,340022,1672168822320,1672168482298,male,English,29109,waterSport,5,main,waterSport-muscle,"No but we can offer pedal boats, water ski equipment and kayaks.",fullList,"kayak, pedal boat, water ski equipment","competitor, sameCategory, otherCategory",fullList
4663,22,,main,Graduated College,344648,1672169075225,1672168730577,male,english,97785,friendsActivities,3,main,friendsActivities-boardGames,"i have monopoly,some movies,checkers",fullList,"Monopoly, checkers, movie","competitor, sameCategory, otherCategory",fullList
4625,40,,main,Graduated College,106425,1672165773127,1672165666702,female,English,24483,friendsActivities,3,main,friendsActivities-boardGames,"Ah no we don't but I have got checkers, movies and monopoly",fullList,"Monopoly, checkers, movie","competitor, sameCategory, otherCategory",fullList
4706,23,,main,Graduated College,119359,1672240253405,1672240134046,male,English,27535,gymActivities,2,main,gym-yoga,"No, we offer kickboxing, zumba and pilates",fullList,"pilates, zumba, kickboxing","competitor, sameCategory, otherCategory",fullList
